distance(mi),type,max_height(ft),min_height(ft),ascent(ft),descent(ft),avg_grade(%),max_grade(%),trail_name,difficulty,rating,description,state
2.2,Loop,882,666,271,266,5,20,Porter West Preserve,Intermediate/Difficult,4.5,"""Dogs are welcome if leashed at all times. Please be prepared to clean up after your dog."" - Sycamore Land Trust general rule.",IN
0.4,Point to Point,792,648,148,129,13,29,Trail 4,Difficult,4.5,State park entrance fee paid at either gate entering.,IN
0.7,Loop,749,743,8,8,0,1,Flowing Well Park Trail,Easy/Intermediate,4.5,"        This is a dirt trail that crosses over Cool Creek. It is a mostly flat trail with a few spots of sand and roots. At the start of the hike, there is a natural well that you can get water from.
    ",IN
1.8,Point to Point,1010,715,317,70,4,22,Trail 4,Intermediate,4.5,"Trail 4 is a little wider than most trails in the park, with one steep uphill/downhill depending on where you start. It begins by the campground and is a 2.3 mile out-and-back trail, or you can use part of Trail 5 to make it a loop (to avoid lots of stairs, start at Trail 5). 

Trail 4 connects to Trail 7 and Trail 5 and takes you to Ogle Lake. You can even stop and rest at an overlook for Ogle Lake mid-way through Trail 4. The trail has firm ground and is generally flat except for one steep incline/decline depending on the direction you hike. Give yourself about an hour to hike this one way.
    ",IN
1.5,Point to Point,1055,969,69,119,2,11,Trail 1,Intermediate,4.5,"
Land Manager:  IN DNR - Pokagon State Park
 ",IN
0.8,Point to Point,783,670,115,182,7,15,Trail 1,Intermediate,4.5,"If you want to stop at the Lower Shelter House for a quick sit-down or bathroom break, look for a trail by the stone fireplace - it'll take you down to an old road that leads to the Lower Shelter House.",IN
0.9,Point to Point,797,764,60,59,3,7,Trail 3,Easy/Intermediate,4.5,"
Land Manager:  IN DNR - Potato Creek State Park
 ",IN
1.1,Point to Point,687,625,91,111,4,12,Sculpture Trails Outdoor Museum,Easy/Intermediate,4.5,"There is (well, when we visited there was) a porta potty past the barn. On the barn's side are some informative signs.

Importantly, there are at least two friendly loose dogs in the area. As such, based on a sign on the barn as well, not even leashed dogs are allowed - though the exception is guide dogs. I assume this is to protect the loose dogs from less friendly visitors, and official guide dogs are truly well-trained and therefore it makes sense (to me) to allow 'em. I'll edit this later if this changes. And not to worry, the loose dogs are not always there, but they are always friendly. Downright polite. As far as I've experienced.",IN
1.4,Loop,636,605,43,43,1,10,Beginner Loop,Easy/Intermediate,4.5,"        Park on the West side of the park at the Mountain Biking Parking lot. 

Follow the green arrows on the trail markers for a leisurely hike with few significant obstacles.
    ",IN
2.7,Point to Point,859,566,346,318,5,23,Axsom Branch Trail,Difficult,4.3,"Wilderness Area—limited cell signal, if any.",IN
0.5,Loop,645,625,32,23,2,5,Calumet Dunes Paved Trail,Easy,4.3,"        This short, wheelchair accessible, paved trail features the Calumet Dunes ridge that formed at what once was the edge of the lake over 6,000 years ago. Ancient Lake Chicago, precursor to Lake Michigan, was once much larger. The lake slowly receded forming three major parallel dune ridges: Glenwood (640' above sea level), Calumet (620' above sea level) and Tolleston (605' above sea level). The current lake level is approximately 580' above sea level. U.S. Highway 12 follows the high ground of the Tolleston Dunes ridge in this area, just north of the trail.

The paved parking lot holds 35 cars. It is located at the intersection U.S. Highway 12 and Kemil Road (East State Park Road 300E). This is the location of the old visitor center. Use insect repellent, wear long sleeves, and tuck long pants into socks to avoid ticks and poison ivy.
    ",IN
2.6,Point to Point,695,462,207,440,5,17,Twin Lakes Trail,Intermediate,4.3,"        Twin Lakes Trail consists of larger sections of singletrack joined by a couple of fire lanes. The ever-changing topography makes it one of the system's best trails. There's also a hand-built, bench-cut ascent to look out for with some features that are tailored for mountain bikers, as this is a multi-use trail.
    ",IN
3.8,Loop,989,812,299,281,3,12,Shadow Run Loop,Intermediate,4.3,"        This trailhead begins across the street from the swimming pool parking lot.  In the summertime, the pool is a great spot to cool down after a hot hike. There is a kiosk and a few picnic tables in the shade nearby, also. You have to begin on this trail to reach other parts of the trail system. 

At the start of the trail, take a left to head north and begin the loop clockwise. The trail begins with a climb, but the grades are not too terrible. Once at the top of the bluff, this trail winds through the forest with relatively little elevation change.  There's nothing terribly technical about this trail, but keep your eyes peeled for evidence of the karst landscape (hint: sinkholes!).  Some of them are right along the trail.
    ",IN
3.1,Point to Point,800,587,464,488,6,24,Pate Hollow Trail - East,Intermediate,4.3,"        Start at the Ranger Station right off of 446, park behind it. From there, the trailhead is easy to see. You go about .1 miles before having to decide to go right or left. Both options are equally as pleasant. Hikers can stay on the loop going either direction. There are maps posted at every intersection, making navigation easy. This is a pretty easy trail and the route is fairly popular with locals. There are some ups and downs, but overall this loop can be done by about anybody.
    ",IN
4.0,Loop,515,462,146,147,1,4,Sycamore Ridge Trail,Easy/Intermediate,4.3,"        This is also a biking trail so be alert and respectful of other users.

This is a great easy trail with gently rolling terrain offer nice downhills and a few uphills. There aren't any major obstacles or rocky sections. 

This trail sees plenty of two way traffic, and is also used by bikers.
    ",IN
2.2,Point to Point,858,644,344,345,6,39,Trail 2,Intermediate/Difficult,4.3,"Tip: If you don't want to climb up nearly 200 stairs at the end of your hike, begin at the NW trailhead where Trail 1 and Trail 2 merge.",IN
2.5,Point to Point,607,591,22,16,0,6,Trail 2,Easy/Intermediate,4.0,"        Trail 2 is a really nice, flat trail that runs through mature forest and wetlands. It can be easily accessed from the Nature Center, campground, or by parking at the Wilson Shelter. On the east and west ends, the trail crosses the Great Marsh via a boardwalk. The trail is often used in the winter for cross country skiing.

Hikers looking for a long hike can combine Trail 2 with Trail 10 for a great loop of the park.
    ",IN
3.5,Point to Point,999,692,512,511,6,26,Trail 8,Intermediate,4.0,"About 1.5 miles in, you can get off trail and see Hesitation Point, so bring your cameras!",IN
1.1,Loop,677,629,56,59,2,5,Bailly Homestead / Chellberg Farm Trail,Easy/Intermediate,3.8,"        The Bailly Homestead / Chellberg Farm Trail, along with the  Little Calumet River / Mnok Prairie Trail and Bailly Cemetery Trail, reveal the rich natural diversity that has drawn people to this area for over 10,000 years. Hike through a forest dominated by maple, beech, basswood, and oak trees. Follow a stretch of the Little Calumet River, once a critical transportation route for early regional travelers, and explore the recently restored Mnok Prairie for a glimmer of the vast stretches of pre-settlement grasslands. 

Visit the Bailly Homestead and Chellberg Farm to glimpse how families lived and farmed in Northwest Indiana. 

The Bailly Homestead, a National Historic Landmark (1962), was the home of Honore Gratien Joseph Bailly de Messein (1774 - 1835). Bailly played a role in the development of the Calumet Region of northern Indiana. He was an independent trader in the extensive fur-trading network that spread from Montreal to Louisiana, and ultimately to Europe. Joseph Bailly was one of the earliest settlers in northern Indiana. In 1822, Bailly set up his fur trading post at the crossroads of several important trails. The Bailly Homestead complex is the last remaining site of its nature in the Calumet Region.

In the 1870s, Swedish immigrants Anders and Johanna ""Kjellberg"" bought 80 acres to establish a modest family farm. They were the first of three generations of the Chellberg Family to make their living here. In the 1930s, the Chellbergs started to tap the many maple trees on their property for the production of maple syrup.

The Annual Maple Sugar Time event in March (first 2 weekends) features the evolution of ""maple sugaring"" in Northwest Indiana from an early American Indian method, to the pioneer method of boiling sap in open iron kettles, to the relatively modern commercial method of producing syrup. Indiana Dunes National Park is the only National Park Service location that makes maple syrup.

There are 3 covered picnic shelters near the parking lot that are wheelchair accessible. The shelters are reservable at recreation.gov starting six months in advance of the desired use date. Cooking fires at the picnic shelters are permitted in the provided grills or an approved carry-in grill. An approved grill is a noncombustible container with an enclosed bottom and enclosed sides with a minimum depth of 2 inches. Charcoal must be cooled and safely disposed of in a noncombustible container or removed from the area.
    ",IN
0.5,Point to Point,738,594,135,144,10,29,Trail 4,Intermediate/Difficult,4.0,"        Trail 4 runs from the campground to the beach and climbs over the 192 foot tall Mt. Tom using stairs and boardwalks. The the top of Mt. Tom is above the tree canopy and affords incredible views in several directions.
    ",IN
2.1,Point to Point,834,763,150,155,3,15,Camp Creek Trail,Easy/Intermediate,4.0,"        The Camp Creek Trail has lots of twists and turns. It does overlap or go right next to several of the other trails a couple times so use the Hiking Project mobile app to help find your way.
    ",IN
1.5,Point to Point,833,746,160,80,3,21,Fall Creek Trail,Easy/Intermediate,4.0,"        The trail starts from the Delaware Lake parking lot and follows Fall Creek for about 1.1 miles. A portion of the trail is on an elevated boardwalk overlooking the river. Halfway through, is a small hill with a staircase to climb. There is a picnic table at the top where you can stop and enjoy the view of the creek and the forest. 

The trail runs parallel to the paved Harrison Trace Trail, but it is not visible for most of the hike. The trail ends near the eastern portion of the park where it joins the Harrison Trace Trail. Here you have the option of hiking on the paved Harrison Trace Trail or continuing through the woods along the Camp Creek Trail.
    ",IN
2.9,Loop,936,835,161,161,2,8,Mason Ridge Trail,Intermediate,4.0,"        The Mason Ridge Trail bypasses the west side of the Low Gap Backcountry Trail that was being worked on throughout 2017. Along the way, enjoy a peaceful forested trail that's relatively flat.
    ",IN
0.7,Point to Point,464,442,35,14,1,6,Trail 7,Easy/Intermediate,4.0,The portion of Trail 3 leading to Rose Island is paved but extremely steep.,IN
2.6,Point to Point,797,558,82,274,3,11,Peninsula Trail,Intermediate,3.6,"        The Peninsula trail is well signed and easy to follow, particularly for a wilderness area trail. The trail initially follows a very rutted and often muddy horse trail that can be uneven even in the wintertime when the previous season's muddy furrows have frozen over. Fortunately, several of the most heavily disturbed sections of trail have been bypassed singletrack that is designated with ""hiking"" signs.

Because the trails follows along a gentle ridge, it isn't very strenuous, especially compared to the nearby Pate Hollows trails. Eventually, the trail turns into all singletrack with an awesome hillside overlook of the lake before it descends more steeply toward the edge of the peninsula.

Along the final leg, the trail is shored up by timbers to help combat the swampiness. The last descent brings hikers to the rocky shoreline of Lake Monroe where some nearby lakeside houses are visible. This is a great spot to enjoy lunch or a swim before heading back to the trailhead.
    ",IN
8.9,Point to Point,657,616,61,51,0,1,Oak Savannah Trail,Easy,4.0,"        This rail trail links several cities and other rail trails together. The western trailhead is at the Oak Ridge Prairie County Park at 301 South Colfax Street in Griffith, IN. The trail crosses over Lake George on its way into Hobart.

The eastern end of the Oak Savannah Trail connects to the Prairie Duneland Trail, which runs all the way to Porter / Chesterton.
    ",IN
2.4,Point to Point,819,515,114,418,4,19,Trail 8,Intermediate/Difficult,4.0,"        This trail starts at the Trail 8 Trailhead, Parking, and Picnic Area. From here, the trail meanders for a short length before encountering a water crossing nearly first thing. After the crossing, continue along the canyon. Toward the end, the trail gets rough and rocky. If it is wet, those rocks can be incredibly slick, so be careful. The end of the trail greets you with another creek crossing before reaching the junction with Trail 2.
    ",IN
8.2,Loop,718,581,695,708,3,13,Springs Valley Trail - West,Intermediate/Difficult,4.0,"        This is a great multi-use trail. It is a gravel track with some creek crossings. The Buffalo Trace (Indiana's first super-highway circa 1800) passes along this trail and is visible at times. A couple of old spring houses can still be seen, and a small cavern is found just off trail a short distance.

In recent years a beaver has dammed up French Lick Creek, which has caused the normally shallow creek crossing to widen and deepen.
    ",IN
2.7,Point to Point,853,825,43,42,1,4,Orange Trail,Easy/Intermediate,4.0,There is a port-a-potty located in the parking lot at the start/finish line.,IN
1.1,Loop,751,722,47,50,2,3,Mann Loop,Intermediate,4.0,"
Land Manager:  Indy Parks and Recreation
 ",IN
1.0,Loop,747,716,52,55,2,7,Marott Park Main Loop,Easy/Intermediate,4.0,"        The Marott Park Main Loop has some decent hill climbs on the trail. There are multiple other trails out here as well if you want to extend your hike. The park is dog friendly, and there is access to the river in the summer, allowing hikers to cross over to the other trails on the other side.
    ",IN
3.1,Point to Point,575,517,68,69,1,7,Amphitheater Multi-Use Trails,Intermediate,4.0,"        This is a short, 3-mile singletrack with a slightly wider section in middle.  It follows a creek and the Wabash river for a bit.  The hardwood forest really comes alive with colors in the fall.  Also connects to the Wabash Heritage Trail - Northern Portion via a creek crossing (no bridge).

This started as a bike trail and is used by bikers, walkers and runners alike.  Be aware of all of these while on the trail.  Also, cross country meets are held here, so be aware of sections that might be closed or blocked during cross country season.
    ",IN
2.2,Point to Point,1052,721,321,348,6,18,Trail 10,Difficult,4.0,"        If you are looking for a rugged trail, then check out Trail 10! With a couple of steep uphill climbs and descents along washed out terrain, this 2.2-mile trail is scenic and secluded, while also offering a bit of a challenge. One of the more difficult trails in the state park, this trail will definitely get you winded in some spots, but isn’t so tough that you have to be an expert to complete it. 

It starts at the firetower, which also is something fun to do in the park (if you can make the climb up the stairs, the view from the 90-foot structure is worth it). 

After hitting the trail, you'll hike along a wide, straight path before meeting a split in the trail. Stay to the left to continue your hike. Next, you’ll approach a steep descent, which levels out at the bottom. A couple more small ascents and descents, and you’ll discover a little pond about one mile in. Shortly after, the trail will become more washed out as you encounter a steep descent into the trail basin. 

At your lowest point, around 1.3 miles in, you’ll cross a creek bed before beginning your ascent out. Get ready for a pretty tough uphill climb for a couple tenths of a mile before the trail flattens out. Then, it’s time to climb again until you reach the Shelter House at mile 1.9. Catch your breath and take a break before wrapping up the trail with one more moderate climb that will take you back to the initial split. Once there, it’s smooth sailing until you reach the end.
    ",IN
8.1,Point to Point,920,567,600,605,3,15,Nebo Ridge Trail,Intermediate/Difficult,4.0,"        The trail along the ridge is nice rolling terrain with no real scenic overlooks. The fall colors will make up for the lack of the overlooks if you happen to be visiting in September-October. The right timing here will give you awesome colors to enjoy.

This trail is open for mountain biking and horse riding, so it's a good idea to keep your eyes and ears open for other trail users. The south parking area is rather small but the north parking will handle plenty of cars and those with horse trailers. The published trail info warns about rattlesnakes but we didn't see any on our outing.
    ",IN
1.3,Loop,856,809,80,81,2,8,Trail 3,Intermediate,4.0,"        This is an easy hike around the private lake at the Mount. The trail is well-marked and kept clear of trees. There are some areas with significant roots to watch out for, but its a fun trail and not too long.
    ",IN
1.8,Point to Point,912,581,332,321,7,38,Trail #4 (Lake Vista Trail),Difficult,4.0,Avoid this trail if its rained in the past 2-3 day as very much as the hill becomes too slick and soft.,IN
1.7,Point to Point,882,742,199,248,5,11,Fork Ridge Trail: North Section,Intermediate,4.0,"        Park in the small area along the north side of the road then follow the forest road north. You'll cross 
two gas pipeline cuts in the first half mile, neither particularly offensive. Keep an eye out for the USFS signs on the opposite side of each cut. 

The trail then rolls along the ridge to the ""peak"". You'll find some dinner table sized rocks, just past the peak on the left (south) side of the trail. These are the Hominy Mortars, rumored to be a place where natives ground corn, but likely just some neat holes in the rocks. Turn around and follow the trail back for a 3.5+/- mile total. Note the long views are going to be primarily seasonal while the leaves are down. 

This is the link to the USFS pamphlet, which also describes the south section of the trail.
    ",IN
2.7,Loop,845,836,15,15,0,1,Shadyside Lake Loop,Easy,4.0,There is parking at the activities center and at a cafe along the trail about 0.4 miles north of the activities center.,IN
10.1,Loop,947,667,1096,1093,4,17,Three Lakes Trail,Intermediate/Difficult,3.8,"
Land Manager:  IN DNR - Morgan-Monroe State Forest
 ",IN
2.1,Point to Point,469,450,68,67,1,4,Lake Trail,Easy,4.0,"        This trail winds around Lake Lincoln, following the shoreline and crossing the dam. It's mostly a dirt trail and, given its elevation relative to the lake, can get fairly muddy in the wetter months. That said, the park has built elevated wood platforms through the worst of it, making it manageable even in the muddiest conditions. Along the back end, there are a few steep grades for only a few feet, but it may be enough to make it difficult for some people. 

One of the highlights of the trail is that it is the access trail to the Fire Tower Trail. The fire tower is one of the highest point in the surrounding counties, allowing you to see for miles in every direction and providing some excellent views. Taking this trail will add some distance and increase the difficulty due to much steeper grades and several flights of stairs up the tower, but it is quite worth it.
    ",IN
12.8,Point to Point,576,513,191,147,0,6,Wabash Heritage Trail,Intermediate,3.8,"From the Battleground terminus to Fort Ouiatenon, it is 13.8 miles.",IN
1.6,Point to Point,477,428,72,57,2,7,Turtle Trail,Easy/Intermediate,4.0,All visitors in the field must wear fluorescent orange hat or vest during allowed deer and turkey hunting seasons.  The seasons are shortened durations from the state-defined seasons.,IN
1.4,Loop,746,620,219,222,6,28,Trail 3,Easy/Intermediate,4.0,"        Starting at the Abe Martin Lodge, this trail is relatively flat with only a couple of moderate climbs and descents. It also passes by the amphitheater and Saddle Barn!

After beginning the trail near the Abe Martin Lodge, you'll hike down a few stairs before reaching the beautiful State Park amphitheater. Shortly after, you'll start your descent toward the Saddle Barn. Upon reaching a T in the trail, take a left to continue your hike downward. Another set of stairs and you bottom out at the Saddle Barn, where you can pop over for a closer look at the horses if you like. 

Follow the signs across the gravel road, a grassy area, and the paved road before picking the dirt trail back up. Head into the woods again for a slow, steady ascent. The trail will then flatten out a bit before making its descent into the valley. Climb up a flight of stairs and the trail will level out again, offering scenic views of the valley below. 

You’ll then cross a wooden bridge over a creek about 1 mile in. Now, it’s time to begin your ascent to the top. During this time, Trail 3 will intersect with Trail 2 around the 1.3-mile mark. Keep heading up toward the Lodge, climb a few more stairs, and then you’re done!

A great trail for anyone, especially families, Trail 3 is easy with plenty of things to check out and discover along the way, including the Abe Martin Lodge, the amphitheater, and the Saddle Barn!
    ",IN
0.5,Point to Point,464,433,25,39,3,7,Trail 7 Alternate Route,Easy/Intermediate,4.0,"
Land Manager:  IN DNR - Charlestown State Park
 ",IN
3.3,Point to Point,830,756,170,186,2,8,Lawrence Creek Trail,Intermediate,3.8,"        This trail begins at the first intersection with the Camp Glenn Trail.  Keep to the left to follow it back to the Camp Glenn Trail, and then use the Camp Glenn Trail to return to the parking lot.

This trail has more elevation change and more rocks, roots, and log crossings.  It is also longer than Camp Glenn, so it will take more fitness to complete this one.  The trail itself also tends to be a little bit narrower.

The north-facing slope near Snake Creek tends to stay wet for a long time. If the Snake Creek area is wet, please use the Lawrence Creek Connector to exit to the road and bypass this section.

There are also a couple of longer downhill sections on this trail.
    ",IN
2.1,Point to Point,674,447,247,243,4,21,Trail 3,Intermediate,3.7,"        This trail starts off deceptively easy beginning on a paved surface, but quickly turns the corner and descends to the creek far below. The surface is new, but the path is steep and causes a nice leg burn. This short leg leads to the bridge to Rose Island, the abandoned ruins of an old amusement park that was destroyed in the 1937 flood. Finishing the loop, the paved trail is now mostly singletrack. It’s very rough and this section is not suitable for strollers or people with footing issues. It works it way along the creek for a while before beginning the climb back up through the woods and to the parking lot. Overall, the trail is a great hike.
    ",IN
3.1,Point to Point,485,374,162,162,2,9,USI-Burdette Trail,Intermediate,4.0,There are facilities at the Burdette trailhead with drink machines and public restrooms.,IN
5.8,Point to Point,908,859,69,25,0,2,Pennsy Trail,Easy,4.0,"        This is a rail trail that's paved, nice and level, and has good shade.
    ",IN
0.7,Point to Point,873,758,45,130,5,18,Trail 5,Intermediate,4.0,"        This trail departs from the lake to work deeper into the woods and make a larger loop. It is more wooded and quiet making for a pleasant hike.
    ",IN
2.9,Loop,465,436,112,108,1,6,Flatwoods Trail,Easy/Intermediate,4.0,"        The trail begins around Endris Lodge or Flatwoods Shelter. There are a few creek crossings with wooden footbridges, and there are some good views of Silver Creek during the first 0.75 miles of the trail. The trail alternates from dense hardwood forest to open fields. There are numerous side trails during the entire duration of the hike, mostly west of the parking lot. The trail passes a golf course and a disc golf course.
    ",IN
5.1,Point to Point,975,794,406,486,3,14,Grandview Loop,Intermediate,4.0,"        Like the other trails at Versailles State Park, Grandview Loop can done in either direction.  There are rocks and rugged parts, but this trail is characterized by its climbs and its descents.

On hot summer days, you'll notice that the trail can be breezy and comfortable on top of the bluffs, yet stifling in the valleys.  It will make you want to work hard to find the breeze again.
    ",IN
1.3,Point to Point,1012,680,32,347,6,21,Trail 6,Intermediate,4.0,"
Land Manager:  Indiana State Parks
 ",IN
3.3,Loop,967,856,304,304,3,16,Old Forest Trail #1,Intermediate/Difficult,4.0,"        This trail circles upland woods and ravines along the eastern bluff of Laughery Valley, featuring oak, hickory, maple, beech, tulip poplar, black walnut, and other native trees. Look for limestone sinkholes along the way. 

The trail can be accessed from below, from the Old Fire Tower Road, or from near the Oak Grove Picnic Area. Most of the trail is on rocks, so watch out if it's wet because the rocks are slick.
    ",IN
3.2,Loop,636,605,124,121,1,6,Darkside Access Loop,Intermediate,4.0," From the west lot 
Follow the blue/green arrows to the road. Hike back on the paved trail and over the river. Take the first left. Descend into the darkside.

 From the East Lot 
Hike to the South side of the parking lot and turn right (West) on the paved trail.

If the barrier is up 
Hike through the gate, take a right, and hike the Darkside backwards. Turn around and go forward when you reach the River. Follow the arrows back.
    ",IN
1.4,Point to Point,646,516,116,141,3,24,Trail 5,Intermediate,4.0,"        With one trailhead conveniently located in the campground near Site 17, this trail is easily accessed if you are camping at the park. Descending a wooded ravine, the trail eventually comes to a platform overlooking Fourteenmile Creek. Winding back up the hillside, the trail ends where it started, so it’s a short hike back to your campsite. Non-campers can enjoy this trail by parking in the overflow lot and hiking the 0.3-mile leg to the main loop.
    ",IN
7.5,Point to Point,831,449,546,891,4,20,Oriole West Trail,Intermediate,4.0,There are no restrooms or potable water at the trailhead.,IN
0.8,Point to Point,806,746,100,73,4,25,Trail 6,Intermediate/Difficult,4.0,"        Trail 6 is only around a half mile long per the park map, but feels much longer. This trail weaves along the top of the bluff line and offers stunning winter views of the whole valley. The three waterfalls along the way make this a gem of the trail system here. Note that the trail does have a lot of larger rocks and roots in it, but with no major elevation changes, it is very easy. This trail does NOT connect to Trail 5 at the falls as it may appear.
    ",IN
2.5,Point to Point,950,689,557,350,7,25,Taylor Ridge Trail #9 Extension,Intermediate,4.0,"        The Taylor Ridge Trail #9 Extension takes visitors through beautiful drainages and atop steep ridges to eventually connect with the Taylor Ridge Trail #9. Along the way, its well-maintained tread allows you to worry less about tripping over obstacles and focus your attention on soaking up your surroundings. 

To start this trail, park at Ogle Lake and follow the Ogle Lake Trail #7 along its southern rim. In just a few short steps, take a right at the fork and follow the trail as it leaves the lake to climb steeply up a ridgeline. Enjoy feelings of accomplishment atop the ridge before descending sharply down the backside to a drainage below. You'll re-create this sequence over the next ridgeline and adjacent drainage before climbing out of the drainage and ending the trail at the junction with the Taylor Ridge Trail #9. From here, you can either return the way you came or enjoy a loop around the Taylor Ridge Trail #9 for more gorgeous woodland views and true serenity.
    ",IN
1.4,Loop,655,537,247,249,6,33,Trail #3,Very Difficult,4.0,"
Land Manager:  IN DNR - Turkey Run State Park
 ",IN
0.9,Point to Point,777,738,61,46,2,7,Nature Preserve Trail #4,Easy/Intermediate,4.0,"        Red Mill County Park is 160 acres in size and located in the glacier moraine leftover from the last ice age. The park has really nice mature forests covering the hilly terrain. Round Lake serves as the headwaters of the Little Calumet River. All the trails are wide with good footing. There are ample picnic tables and benches throughout the park. 

The trail runs through the Little Calumet Headwaters State Dedicated Nature Preserve. The trees are really fantastic and look like old growth in some spots. Start the trail from the main parking lot. It's paved from the parking lot to the Environmental Education Center building and packed dirt with leaf litter afterwards. This trail is easy to follow as it appears to have been used by vehicles before it became a nature preserve.
    ",IN
2.9,Point to Point,662,451,270,273,4,17,Trail 4,Intermediate,4.0,"Trail 4 begins at same parking lot as Trail 3. Beginning on gently rolling land, this trail soon begins to descend into mixed hardwood forests as it follows tributaries of Fourteenmile Creek. At about the halfway point, hikers will see commanding views of Fourteenmile Creek from a bluff more than 100 feet above the water. High quality woodlands and striking wildflower displays are found on this trail. Trail surface varies from dirt singletrack with roots and rocks to century old roadbed.
    ",IN
1.4,Point to Point,927,873,148,119,4,7,Cliffside,Difficult,4.0,"        This trail is the second left off of Shadow Run at the apex of the first big switchback (if hiking Shadow Run clockwise).  It begins with a good bit of exposure high on the bluff above Laughery Creek.  It has several rocky sections before it heads into the forest on its way towards Center Loop.

Keep your eyes peeled for cool rock work (there is a great bench for two constructed from rock).
    ",IN
2.8,Loop,555,453,197,198,3,8,Hog Branch Trail,Intermediate/Difficult,4.0,"        The trail begins about midway down the road in the horseman's campground and comes back to the same campground at the north end.
    ",IN
1.2,Point to Point,679,600,113,130,4,18,Trail #10,Intermediate,4.0,"        This is an easier hike that is mostly level-ish and fairly wide, with gravel. Going south from the top is mostly downhill.
    ",IN
0.1,Point to Point,779,726,1,53,11,31,Trail 7 Overlook,Intermediate,4.0,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",IN
2.9,Point to Point,741,580,346,377,5,17,Kyana Trail,Intermediate/Difficult,4.0,"Parking is available across the road from the fire tower. No restrooms, no water, spotty cell service - plan ahead",IN
4.9,Point to Point,887,564,556,358,4,16,Trail 18,Intermediate,4.0,"        The eastern end of Trail 18 begins where it intersects near the midpoint of Hickory Ridge Trail 20, near the town of Maumee, IN. 

It heads generally west until shortly after it crosses N. County Road 1460 W., where it turns to the south to intersect with Hickory Ridge Trail 4. There are a couple steeper grades (both up and down) near its western terminus at Hickory Ridge Trail 4.

Trails nearest the Horse Camp receive higher horse traffic and, therefore, have more horse bogs. They are better to hike in the wintertime when frozen.
    ",IN
0.7,Point to Point,841,732,108,46,4,13,Trail 10,Easy,4.0,"        This wide dirt path heads back to the nearby road and is just a nice hike in the woods. The trail is flat and simple, nothing really special, just a quiet path.
    ",IN
2.1,Point to Point,972,841,141,125,2,13,Glidewell Trail (Short Loop),Intermediate,4.0,"        This short loop of the Glidewell Trail winds through dense hardwood forests out to a small 2000-year-old Native American mound around the 1.0 mile mark. After crossing the mound, the trail passes a small pond on the farthest point of the trail. The long loop branches to the right at the pond, while the short loop branches to the left.

Continuing on the short loop, the trail navigates some isolated cropland before reentering the forest. At a T in the trail, turn left to go back to the parking lot. The remainder of the trail is along a gravel road until the parking lot.
    ",IN
0.9,Point to Point,800,619,159,203,8,17,Trail 3,Difficult,4.0,Close to the city and two of the best coffee shops around!,IN
1.6,Point to Point,638,513,261,152,5,12,Foxy Hollow Trail,Intermediate,4.0,"No restrooms, no water, spotty cell service.",IN
2.3,Point to Point,1093,1073,60,44,1,4,Prairie Trail (Trail 1),Intermediate,4.0,"
Land Manager:  Indiana State Parks
 ",IN
0.5,Point to Point,856,736,7,127,5,12,Trail 11,Easy/Intermediate,4.0,"        On this trail, you'll quickly depart the high fields and get out into the woods and along a quiet creek. This short trail is shady and beautiful.
    ",IN
0.3,Point to Point,863,787,74,76,9,12,Trail 12,Intermediate,4.0,"        Located deep in the woods in a quiet area, this trail is less-used and very enjoyable. It connects with a more relaxing section and is easy to hike.
    ",IN
1.2,Loop,837,828,16,16,1,1,Jackson Morrow Park Loop,Easy/Intermediate,4.0,They have a nature center towards the SW corner of the park next to the woods. Majority of the park is not shaded on the trail so lots of direct sunlight.,IN
1.1,Point to Point,961,793,64,188,4,11,Creekside,Intermediate/Difficult,4.0,"        This trail connects Center Loop, Grandview Loop, and Turtle Loop together.  It is essential for hikers doing Grandview to hike some portion of this trail.

Its biggest characteristic is its rocks.  There are a lot of them.  Most of them are decomposed chunks of limestone, fist-sized or smaller, but there are also larger slabs of limestone for good measure.  At least there isn't much elevation change.
    ",IN
0.6,Point to Point,715,565,150,44,6,21,Trail 8,Intermediate,4.0,"        This trail begins at the creek and gradually winds up a narrow slot canyon. The singletrack path can be slippery and washed out following wet weather. Find all 6 slot canyons to complete the 6 Ravine Challenge.
    ",IN
1.2,Point to Point,1037,1001,59,48,2,5,Trail 4,Intermediate,4.0,"Access fee required to enter the state park.  There is parking at the ""end"" of the trail, where there is also access to the beach.  Vault toilets are also near the end of the trail.",IN
1.4,Point to Point,766,665,168,169,5,7,Trail 4,Intermediate,4.0,"        The trail begins behind the Canyon Inn pool and travels toward the Recreation Field, McCormick’s Cove Nature Preserve, and the CCC fire tower. Trail 4 ends on the road near Canyon Inn.
    ",IN
1.1,Loop,757,579,190,197,7,18,Trail 7,Intermediate,4.0,"        This trail leads through Kickapoo Ravine, which is part of the 6 Ravine Challenge at Shades State Park.  The trail passes through the slot canyon and towards the bank of Swan Creek. The loop connects with Trail 8 - Shawnee Canyon. Expect a singletrack dirt trail which becomes treacherous after significant rainfall.
    ",IN
