distance(mi),type,max_height(ft),min_height(ft),ascent(ft),descent(ft),avg_grade(%),max_grade(%),trail_name,difficulty,rating,description,state
159.8,Point to Point,1698,44,22376,22292,5,69,AT: New York-New Jersey Section,Intermediate,4.2,"

Appalachian Trail (AT)


",PA
1.5,Point to Point,2357,2095,302,40,4,12,Pumphouse Trail,Intermediate,4.7,"        From the Pumphouse Trail parking lot, you hike on a wide trail with an easy gradual incline. A small well marked diversion (shown on my track) leads to the Jones Mill Run Dam which was built by the CCC. The dam is built so water cascades down rock ""steps."" There are benches where you can enjoy the views. You can return to the parking area or continue up the trail, which eventually connects with the Martz Trail.
    ",PA
1.2,Point to Point,1854,1298,561,8,9,21,Hosack Run Trail,Intermediate,4.7,"        The trail is useful for connecting the AT Appalachian Trail with other trails in Caledonia State Park and the Flat Rock area of Michaux State Forest and making possible a number of loop options.  From the Locust Gap Trail, it proceeds Northwest into the gorge of Hosack Run through a dense rhododendron thicket, before bearing to the southwest and ascending to the AT Appalachian Trail.
    ",PA
152.4,Point to Point,2646,621,3716,3837,1,53,Great Allegheny Passage,Easy,4.5,"The Great Allegheny Passage connects to the C&O Canal Towpath in Cumberland, Md., making a thru-hike to Washington D.C. a wonderful 10 day adventure.",PA
12.8,Point to Point,2082,1103,2212,1287,5,39,MST - Section 4,Intermediate/Difficult,4.7,"

Mid State Trail (MST)


",PA
1.8,Point to Point,2658,2403,269,246,5,18,Kim Trail,Intermediate,4.7,"        Park at the Sugarloaf sledding area. From the parking lot, cross the grass at the base of the sledding hill to the tree line. You'll see a slightly worn path from bike tires through the grass and blazes on the trees leading you into the singletrack. Follow the singletrack, and make a right at the wide doubletrack area. Continue uphill until you see the Kim Trail sign. Follow it for a narrow climb which loops up to a view of Sugarloaf Knob. Head down switchbacks on the backside of the mountain and follow the doubletrack back to the parking lot.
    ",PA
21.3,Point to Point,1316,766,429,665,1,4,Butler-Freeport Community Trail,Easy/Intermediate,4.7,"        The Butler-Freeport Community Trail covers the route of Butler County's first railroad(1873).  The trail is level with crushed limestone surface, which makes it a popular destination for the various visitors that use the trail. 

The trail is a multi-use path, so be on the lookout for cyclists as well as fellow hikers. If you're visiting the trail in the spring, be sure to slow down to appreciate the various types of wildflowers that dot the landscape, or stop to listen to birds in the trees.
    ",PA
1.3,Point to Point,2146,1605,0,541,7,20,Miller Trail,Difficult,4.7,"        Done in the clockwise direction, the Miller Trail is the premier descent of the Quebec Run area. This is still the mountainous trail characteristic of the area. It is a fun-filled, varied challenge that mostly steadily descends the whole way.

Find the Miller trailhead at the North parking area, which also has Hess Trail and Whitetail Trail-Pine Knob Trail access points. The descent starts with a short rise, followed by turns, a few narrower sections, a little ruggedness, all leading up to a sketchier section over rocks and between trees. While exciting, there is nothing here that should deter confident hikers. At its terminus the Miller Trail meets Mill Run Trail which is stunning for its beauty as it courses along the valley floor next to the stream.
    ",PA
1.5,Point to Point,873,796,95,98,2,10,Trail 5,Easy/Intermediate,4.7,"        This trail starts at the end of the first parking lot on the right after driving into the park. As it is a loop, after you head onto the trail, you can either follow the trail to the right or the left. There are random assortments of roots and rocks, but the elevation change is minimal, so this trail isn't too taxing.
    ",PA
0.8,Point to Point,975,826,150,0,4,16,Nature Trail,Intermediate,4.5,"        Park at either the south or north lots, as this trail can be accessed from either. The trail is well marked, and generally wide enough for two hikers to navigate the way side by side. Gravel-covered, it weaves northeast crossing a dozen bridges over the creek. After half a mile (from either entrance), you arrive at a 20-ft high waterfall with stairs and bridges leading up its side. The trail is clear overhead generally, but the valley is cool and isolated from the surrounding neighborhoods.
    ",PA
2.5,Point to Point,1896,1386,43,539,4,14,Rocky Knob Trail - West,Intermediate,4.4,"        This trail splits shortly after the trailhead and crossing the Appalachian Trail. This course is a lollipop trail, starts with.3/4 mile connector to a loop, to the left (clockwise) which, for 1.5+ miles, is a trail made from an old CCC road from the 1930s. This path is a steady uphill northerly trek at an easy, low grade, the other direction (counterclockwise) is much steeper and loops around back to rejoin the CCC road, where it rejoins to the connector ""stick"" of the lollipop you hiked in on.
    ",PA
4.8,Point to Point,2088,1507,588,631,5,25,Morrison Trail Loop,Intermediate/Difficult,4.5,"        A relatively easier loop than the Rimrock Trail Loop. The return ascents for both trails share the same scenic pathway. Follow this clockwise for a relatively flat warm-up with some slight hill climbs before descending towards the Allegheny Reservoir.
    ",PA
0.9,Point to Point,2409,1559,849,0,18,42,Spruce Gap,Difficult,4.5,"        Park in the newly improved Galbraith parking lot. Cross the road and take the Carcas trail for a tenth of a mile. Cross the road again and start climbing on the Chute trail. At the first junction turn right and start heading uphill. After another 10th of a mile stay left and continue up Spruce Gap as it steepens. The trail is smooth overall with one very steep section that is rocky and rugged. After reaching the apex of the trail, you'll reach a T-intersection which signifies its end.
    ",PA
1.2,Point to Point,1447,1161,303,17,5,17,Shades of Death Trail,Intermediate/Difficult,4.4,Bathrooms in parking lot at visitor center,PA
6.0,Point to Point,1237,1000,568,600,4,12,Red/Blue Blaze,Intermediate,4.2,"        The Red/Blue Blaze Trail is heavily used. It's an in-and-out path extends for 2 miles ""as a crow flies"" and is 6 miles of continuous, uninterrupted trail. This is a must-do hike for people in the Pittsburgh area, as it is only a few miles from the city but offers seclusion.

The Red/Blue Blaze Trail runs from North Ridge Road near the Ice Skating Rink to Irwin Run where Babcock Blvd intersects Pierce Mill Rd. The trail was originally constructed in the mid 1990's By Dave Brunger and Bill Kirk as the Rainbow Trail. This runs from the Skating Rink side to the Wisconsin Shelter. 

To find the trailhead from the Ice Skating rink side, start at the Olympia Shelter parking lot (across Pierce Mill Rd from the Skating Rink). Ride up North Ridge Rd for ~50 yards. The trail will start to your right. The trail winds up the initial ~.25 mile climb. The trail is continually marked with red/blue blazes, but does not cross any other trails. There are multiple opt-out locations in case you get tired or run short on time. All opt-outs put you on North Ridge Drive, which you can take northward and end up back at the double lot.
    ",PA
2.5,Point to Point,1297,1214,109,114,2,10,Colyer Lake Trail,Intermediate,4.3,"        This is a 2.5-mile beginner friendly loop around the lake. It can be navigated in either direction as both have the fun of descending below the spillway and then climbing back up and out. 

There are three stream crossings, two below the spillway and one up near the wall. The one up near the wall can be tricky if the side stream is flowing as the stepping stones are just below the surface and may be slippery.

Access Info: 
Off 322 and then from either of the three parking areas. The trail goes right through the two that also have a boat launch and is a short trip down the road from the overlook area.
    ",PA
5.3,Point to Point,1501,389,1174,482,6,46,AT: Philadelphia Trail Club (PA),Intermediate/Difficult,4.3,"

Appalachian Trail (AT)


",PA
1.7,Loop,655,432,226,228,5,15,Alpine Street Trail,Intermediate,4.3,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
1.8,Point to Point,350,224,188,202,4,23,Orange Trail,Intermediate,4.3,"        This is a beautiful, mostly easy hike when you have an hour to kill. Ridley Creek State Park is quite popular and can get a lot of foot traffic. I like this trail when I want to avoid the crowd. 

The parking lot is on the south side of Gradyville Rd and only a max of 5 or 6 cars can fit. The trail is well marked and easy to follow. It is a looped trail. About 600 feet in, it will fork and start its loop. Hiking left will take you up an incline deeper into the woods. Hiking right will take you along Ridley Creek.

My preferred path is to take the left fork and get a workout going up and back down the hill then finish it off with a peaceful hike along the creek.

After the left fork, the northeastern part of the trail is the most difficult and has several sections dense with roots so please watch your footing. In this section, the hike up the hill and back down will exceed 10% at some parts and may require getting a hand hold on some trees to assist with the ascent/descent.

The part of the trail along Ridley Creek is the easiest and offers many points with access to the creek for our four legged friends to cool off. Also, along this section of the trail you'll have to cross two water run-off points. They aren't a big deal on dry days, but take caution during raining hikes or if there was a good soaking rain the previous day.
    ",PA
1.0,Point to Point,640,480,37,161,4,20,Gollub Park,Intermediate,4.5,"
Land Manager:  Forks Township Recreation
 ",PA
1.3,Point to Point,1108,815,293,25,5,14,Wintergreen Gorge Upper Trail,Intermediate/Difficult,4.5,"        This trail does have some steep sections and some roots. There are great views of the gorge and the trail does connect to more trails that go down to the gorge where you can enjoy hiking along the creek.
    ",PA
0.4,Point to Point,1442,1296,145,0,7,15,Boxcar Rocks Trail,Intermediate,4.5,"The parking lot is small, there is additional parking a 100 yards past the entrance on the other side of the road up the mountain.",PA
0.1,Point to Point,554,540,1,14,2,4,Waterfall Trail,Easy,4.5,There is a bridge that crosses the waterfall at the top. It is a sturdy aluminum bridge.,PA
3.2,Point to Point,2259,1600,558,753,8,29,Bald Knob Ridge Trail,Difficult,4.5,"        Starting from Laurel Run Road, begin by descending at first on this blue-blazed trail. After the short descent, the trail becomes flat for a short while before the climb starts.  From this point, the Bald Knob trail begins the long and occasionally steep climb to the top of Bald Knob.

At the top of Bald Knob the trail becomes very rocky. From Bald Knob, the trail traverses the top of the ridge, heading west back towards Shingletown Gap.

You can reach Shingletown Gap by continuing straight and down over the boulders or continue on Bald Knob Trail as it loops down off the ridge and down to Roaring Run.
    ",PA
0.3,Point to Point,788,767,22,8,2,3,Cave Trail,Easy/Intermediate,4.5,"        This trail starts at the picnic pavilion and travels about a quarter mile to intersect with the Hemlock Trail before continuing for a short ways south.

There is one major water crossing which requires hopping across rocks. It's easy, but small children may have issues. Waterproof shoes help.

Right after the water crossing, look to the right to see the man made cave.

Up ahead you'll reach the intersection of the Hemlock Trail on the right. The signage on the trail would imply the Cave Trail ends here, but it does continue on straight, however it is a dead end.
    ",PA
3.0,Point to Point,1192,1128,163,108,2,6,Golf Course Trail (Orange Blaze),Intermediate/Difficult,4.5,"        This trail runs nearly all the way around the golf course. It starts at the southern end near Kummer Road (or once you jump off the connector trail Orange/Green Blaze) and takes you around the course over an up and down singletrack trail.

Beware of golf balls... just joking.  Do try and be courteous to golfers.
    ",PA
0.5,Point to Point,1096,1004,123,38,6,39,Alpha Pass Trail,Intermediate,4.5,"        This trail starts at the dam and follows Slippery Rock Creek upstream. There are many opportunities to view the creek and its rapids. The trail contains numerous geological observation points, including a waterfall at the upper end. Be aware that the trail contains many rocks and exposed roots, so foot placement is a slight concern. The trail is well marked with blue blazes.
    ",PA
1.1,Point to Point,1055,956,163,99,5,15,Main Trail,Intermediate,4.5,"        The trailheads are located at the entrance to Mt. Lebanon Public Works Yard and the end of Driftwood Drive. The trail begins with a decent hill at the public work's trailhead which plateaus into a shaded singletrack running south. 

After a quarter mile, the woods open up, and the trail bends west. Then the trail descends to a creek via a switchback, crosses a bridge, and climbs the other side with large, railroad tie-style steps. The trail continues along a ridge overlooking Painters Run Road before snaking back into the woods. It passes a community fire pit before turning north. The rest of the trail varies in terrain every 50 yards, keeping it interesting.
    ",PA
1.2,Point to Point,339,172,147,167,5,25,Vaughn's Trail,Intermediate,4.5,"        This is an open boundaries trail that climbs up, through, and down the other side of a nice neighborhood. The climb is great either way, nice and steep.
    ",PA
2.2,Point to Point,1259,1048,201,412,5,64,Fireline Trail,Intermediate,4.5,"
Land Manager:  DCNR - Hickory Run State Park
 ",PA
0.9,Point to Point,951,847,25,110,3,9,Roller Coaster,Intermediate,4.5,"        This is the downhill direction of Roller Coaster trail is named for its several steep mini descents followed by rapid rises. Watch for the nondescript start of the trail off to the left of the fire road. Follow it along, crossing the ""rail trails"" in various places. 

This trail is one of the longer singletrack trails in the park. That said, you can take any of the myriad of off-shoots from this trail to find a more direct route to the bottom.
    ",PA
2.6,Point to Point,2269,1912,444,443,10,21,Hess Trail,Difficult,4.5,"        Hess is a wonderful, moderately rough singletrack, with varied features including rocks, small streams, some mud on a short section of doubletrack, and moderate climbs along with fun descents. It's marked by standard double-blazes but it could be missed. Hess is a great hike in either direction.

The Hess Trail starts at the trailhead parking area and is usually done to start the Clockwise Quebec Loop. You'll descend the steep section of the Hess Trail, which can be a wake up call because it is moderately steep and rough due to an abundance of small rocks. The junction with the Tebolt Trail is reached very quickly. From here the Hess Trail is mostly rough doubletrack and you'll find intersections with Whitetail Trail-Pine Knob Trail and Miller Trail further up the trail.

Most will turn left to continue on the Hess Trail as part of the Clockwise Quebec loop. This section is mountainous singletrack with a couple of small creek crossings and a few short, steep uphill sections. There are also several short stretches of fun downhill. At the terminus, you'll see Brocker Trail to your right and continue straight to stay on the Hess Trail.
    ",PA
1.6,Point to Point,1091,773,349,31,4,21,Hemlock Trail,Intermediate,4.5,"        This trail heads through the heart of the Montour Woods Conservation Area. It goes from the end of the Cave Trail and travels up the hillside via multiple switchbacks. Given the elevation change, it's an easy ascent. Once at the top of the hill, the trail follows the ridge line. 

Make sure to check out the Nike Missile Site at the top of the trail. At the trail terminus, go straight up the hill, past the rusty fence to the clearing.
    ",PA
2.4,Point to Point,1358,1011,27,347,3,9,Sand Spring Trail,Intermediate/Difficult,4.5,Trailhead starts right at the campground at tent #108.,PA
1.2,Point to Point,1137,1022,104,116,3,16,Riverview Trail,Easy/Intermediate,4.5,"        This trail could use some description. If you know it, please adopt it and give it the love that this trail deserves!
    ",PA
3.5,Loop,1554,1283,430,440,5,29,Damsite Trail Loop,Intermediate/Difficult,4.5,"        Located in the western portion of the park, this trail consists of mostly level singletrack with a  few climbs and descents, through forested areas.

Starting at Point I, the trail heads northwest  climbing some modest hills. From the highest point on the trail, above the dam, the trail descends, very steeply to the dam overlook. The trail heads southeast along the lakeshore over mostly level terrain, back to Point I.

There are two trails (Billy Goat Trail and an Unnamed trail) that are only open to foot traffic that can be used to shorten/lengthen the loop.
    ",PA
1.6,Point to Point,1697,1559,190,185,4,11,5 Points Trail,Intermediate,4.5,"        This trail is pleasant in either direction.

If starting from the ""4 Corners"" intersection of East Run Road, Fourth Gap Road, and Mile Run Road, you'll head to where the trail eventually rejoins Mile Run Road to the east. From the intersection, stay left at the fork to continue on 5 Points Trail.

Enjoy some nice, smooth singletrack that's occasionally peppered with rocks. Follow the rolling terrain until eventually dropping to the intersection with Mile Run Road. 

You'll soon climb up to some more open grassy areas then descend into some dense forest. About 3/4 of the way through the trail, you'll hit a climb with some very rocky sections. Once through that, head out onto Mile Run Road.
    ",PA
1.6,Point to Point,1214,1056,97,229,4,10,Blue Blaze Red Dot,Intermediate,4.5,"        This trail follows the Blue Blaze with Red Dots and runs north/south along the east side of the park.

The entry to this trail is from the outfield of the baseball field across from the tennis courts. After rain or snow melt, this area can have very muddy spots. The trail here is gently rolling with some logs to overcome. Take a detour on the loop with Blue Blaze Black Dot down to the small roller coaster section, and follow the loop back around before continuing on. The trail terminates at the Blue Blaze trail.
    ",PA
10.8,Point to Point,1233,968,350,111,1,8,Hoodlebug Trail,Easy,4.5,"        The Hoodlebug Trail is one of the many trails that are part of the Trans Alleghney Trails Network. Like many other trails in the network, the Hoodlebug Trail was once a railroad bed, and this makes for an excellent hike.

Along this stretch, visitors will enjoy 10 miles of gently rolling terrain, and a subtle elevation gain as you approach Indiana. The route travels through a variety of terrain, from fairly urban parks to remote feeling wilderness, and visitors may catch a glimpse of deer or other local wildlife. 

In the summer months, the crushed limestone path is mostly shaded by large deciduous trees. When the leaves change colors in the fall, visitors will marvel at the display of color presented. This is a great place to get out for a hike with the whole family.
    ",PA
3.6,Point to Point,1857,1418,85,473,3,7,Old Tram Trail,Intermediate/Difficult,4.5,"        This is a rugged, mostly downhill, trail from Boiling Springs Trail (top and western end) down to Cooper Mill Rd. For the most part, this is a rocky trail with periodic breaks with fewer rocks, but it is great fun if you like that sort of thing. The trail intersects with Rocky Corner Trail, this is an offset intersection and then near the Cooper Mill Rd end it crosses the Mid State Trail.

Watch out for the black drainage pipe about 2/3 of the way down, it is slippery regardless of the weather.

Access Info:
Off Boiling Springs Trail on the West and Cooper Mill Rd on the East.
    ",PA
2.9,Point to Point,1692,1106,88,605,5,16,Cowbell Hollow Trail,Difficult,4.5,"        Cowbell Hollow has long been a ""must do"" trail in Bald Eagle, despite the end of it dropping you out at the far eastern edge of the trail network. The preferred direction to hike it is from west to east, which becomes readily apparent once you look at the elevation profile.

Cowbell Hollow Trail starts out as an access road to a large food plot planted by the Wild Turkey Federation. Stay to the left of the field to enter the trail proper. The trail quickly drops into a drainage where another trail bisects it. Stay straight here, and climb to the other side. At this point, the trail has ""naturalized"" into a ribbon of singletrack meanders through a slightly larger clearing. 

Shortly after this meander, the trail crests the rise and begins to gradually turn downhill. When you notice the forest change from newer trees and shrubs and begins to be dominated by larger trees, be prepared for the bottom to drop out of the trail. From this point on, the trail maintains a 10-15% downhill grade, with a few washed out sections. This continues for well over a mile. The end has a few wooden bridges that can be slick, so be careful. Eventually, the trail dumps you out at a cabin and just short of the road.
    ",PA
1.7,Point to Point,2781,1863,918,62,11,27,Painter Rock Trail,Difficult,4.5,"        Climb up to Painter Rock Ridge from Roaring Run.
    ",PA
1.5,Point to Point,2147,1779,377,19,5,12,Green Shoot,Intermediate/Difficult,4.5,"        Sometimes known as Green Shoots or Green Chute, it's all the same trail.  After branching off the Bald Knob Ridge Trail, the Green Shoots Trail switchbacks three times before it flattens on the south side of the Bald Knob Ridge. Soon after leveling off the trail crosses Clemons Trail. You'll notice that Clemons Trail was a 4 wd road to reach Bald Knob. Continue past this trail as Green Shoot heads around the southwest side of Bald Knob.  After a couple more switchbacks, you'll meet up with Bald Knob Ridge Trail again.
    ",PA
1.7,Loop,1264,1106,176,177,4,20,White Blaze,Intermediate,4.5,"        This trail follows the white blazes and connects many of the trails on the eastern side of Boyce Park.  There are a number of unblazed small trails that can be accessed off of the northern section of the loop.

If you follow the trail south, you'll eventually hit the log cabin where you can connect to the Wave Pool Trail - Orange Blaze. This trail is rolling, and tree covered like many of the other trails in the area. The terrain makes for a fun outing, as you're never moving in one direction for long.
    ",PA
5.2,Point to Point,807,771,80,58,1,3,Greene River Trail,Easy,4.5,"        The trail begins in a marina, and then winds along the Mon River, sitting about 20 feet above the water where a railroad used to be. There are several small hills, but no steep grades. A halfway point takes you through Rices Landing where there is another access point with a parking lot and port-a-pot. At the southern end, there is no access point, and it is just a turn-around to go back.
    ",PA
0.7,Point to Point,1397,1047,16,353,10,25,Hiking Trail,Very Difficult,4.5,"        Most use this as a climbing section from Raccoon Trail to the Seven Mile Connector.  It get's steep and rocky.

If you want to use it as a downhill, start out on the Lower Seven Mile Connector and look for the entrance to the trail on the left side off the connector, a map or the Hiking Project mobile app will be handy.  Once you find it, hike to the top of the ridge then turn left next to a rock wall. This is where it gets crazy. It is a very steep downhill with lots of rocks and saplings to maneuver around. 

If you make it through this section, you'll encounter a steep drop that brings you down to the stream. Cross over and hike the trail on the other side until you see a big tree down. Cross back over that. Once you cross back, enjoy some very technical rock sections on your way out to the switchback of Raccoon Mountain Trail.
    ",PA
1.2,Point to Point,746,374,412,376,12,31,Fox Trail (Red),Intermediate,4.5,"
Land Manager:  Natural Lands - Mariton Wildlife Sanctuary
 ",PA
2.3,Point to Point,1382,1287,98,117,2,17,Paul Trail,Intermediate,4.5,"        Located on the southeastern portion of the park/lake, this trail starts out as a rugged climb but quickly mellows out to a smooth trail that winds through forested areas, meadows and eventually parallels Little Yellow Creek.
    ",PA
1.2,Point to Point,426,359,98,87,3,10,Middle Farm Trail,Easy,4.5,"        The shortest trail in Tyler Arboretum offers family-friendly hiking and views of seasonally flowering meadows. With a gentle hill and a short, simple loop, this trail is ideal for families with young children, while offering several places along the route at which to pause and enjoy a quiet moment of peace and personal serenity.

From the Scenic Loop, follow signs for the Middle Farm Trail. This trail begins on a paved path, which wanders past the Rhododendron Garden. This path will eventually lead to a yellow bench next to a grass path. Follow the grass path until you reach ""Gate 3"". Make sure to close the gate on your way out of the park. Follow the yellow blazes along the trail making sure to keep an eye out for double blazes, which indicate a turn in the path.
    ",PA
0.8,Point to Point,1159,1069,57,121,4,15,Yinz G.O.Y.S.,Difficult,4.5,"        Keep straight at the intersection with Alien Armpit, and follow this ridge towards the town of Butler. The top sections is well-maintined and easy going, while the bottom is more winding and undulating. The trail ends back on Alien Armpit at the bottom of ""The Fall Into Hades.""
    ",PA
1.3,Loop,765,559,264,263,8,27,Up & Out Loop,Difficult,4.5,"        Up & Out Loop takes you up through the woods, over a banked wooden bridge and gives you some gnarly drops.  Its about a 1.5-mile loop, but you wont be disappointed.  Theres an old gravestone dating back to the 1800s. We have part of the trail called The Oven because there is no shade at all.  On a nice warm day, youll feel the burn.  Get to the top of The Oven and you can hang a left to head back down to the finish line. Head right and youll be hiking The Kitchen Sink Loop.
    ",PA
0.3,Point to Point,562,479,18,83,7,21,Chimney Rock Trail (Black),Intermediate,4.5,"
Land Manager:  Natural Lands - Mariton Wildlife Sanctuary
 ",PA
1.1,Point to Point,910,598,306,312,11,23,Valley View Trail,Intermediate,4.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",PA
0.5,Loop,624,557,66,75,5,15,Scenic Circle Trail,Easy,4.5,"        This trail starts after you cross the bridge going over the waterfall. This trail starts out as a wooden walkway.

This trail is not usually high in traffic except when there are events going on. The wooden path is a short gentle climb up to the top where it converts into a paved path that goes around a playground where children can play.
    ",PA
0.3,Point to Point,463,264,7,205,12,34,River Outlook Trail (Blue),Intermediate,4.5,"
Land Manager:  Natural Lands - Mariton Wildlife Sanctuary
 ",PA
1.9,Loop,1692,1242,448,450,9,20,Middle Loop,Intermediate/Difficult,4.5,"
Land Manager:  USFS - Allegheny National Forest Office
 ",PA
0.8,Loop,913,681,232,216,11,28,Ridge Trail - Blue Blazes,Intermediate,4.5,"        The trail is very well and regularly marked but has a lot of paths that can lead you off. If you do not see blue blazes chances are you have wandered off. At about 0.2 miles in, be sure to go straight and not take the path up the hill to the right.
    ",PA
0.5,Point to Point,575,556,19,21,2,5,Wood Duck Trail,Easy,4.5,Nature is protected; there is a sign advising you not to remove anything.,PA
8.3,Loop,2065,1392,808,820,4,18,Rimrock Trail Loop,Difficult,4.1,"        I recommend taking this trail counter-clockwise. The north side follows a ridge and descends towards the Allegheny Reservoir before turning south and staying up slope. Once you turn northeast expect stream crossings. In the spring, they can be knee deep. Then follow the stream valley amongst giant mossy boulders. The trail is stunning any time of year, as spring brings buds and flowers, and fall brings colorful leaves. There are a few technical spots, but overall the loop is quite enjoyable.
    ",PA
2.7,Point to Point,1169,843,456,132,4,17,Old Squaw Trail,Intermediate,4.1,"        The trail may be accessed in the south at the Scott Park parking lot near the intersection of Squaw Run Road and aptly named Squaw Run Road East. Or you may park at Beechwood Farms Nature Reserve located at the north terminus.  

Starting from the south terminus, the trail weaves through a small wooded area with the road to the left and Squaw Run to the right. In less than a half mile, the trail peeks out of the woods at a small cinder pull off before taking a hard right and crossing Squaw Run via large stepping stones. From here, hikers will make a short steep climb up the hillside and hike a section of trail at the foot of Shady Side Academy. There are numerous trails in this section crisscrossing the main trail. The best advice is to stay to the left. You're on the correct path if you are hiking just above the roadway. You may also want to looks at the Hiking Project mobile app if you want to be absolutely sure.

You'll exit the woods and hike through a parking lot leading to a dog park with a wooden gate. Dogs are off leash, and hikers should take caution when opening the gate to enter and exit. There are several paths you can take, all of which lead to the back of the park. Shortly after all the paths converge, you'll see a trail marker (concrete or wooden posts with a green circle and white arrow pointing the direction) directing you up a steep climb. While traveling south to north, the trail is always heading uphill; this is by far the biggest climb and toughest section. There is an equally long descent on the other end.  

When you exit the woods again, you'll see a small concrete block shed and another trail sign (this time brown with yellow print). You'll cross over Squaw Run once again, using large stepping stones. Then hikers will cross the roadway and begin the last section of trail, most of which is doubletrack.

This last section starts out slow, but less than mid-way through the climb begins to Beechwood Farms Nature Reserve. Fortunately, the ascent is at a low grade.

Hikers can extend their hike by entering Beechwood Farms Nature Reserve, which has glut of singletrack trails.
    ",PA
6.3,Point to Point,402,322,98,110,1,1,Warwick-to-Ephrata Rail Trail,Easy/Intermediate,4.1,*The eastern and western halves of the trail have finally been connected*,PA
26.5,Point to Point,2957,1720,3560,2931,5,22,Lost Turkey Trail,Difficult,4.1,"        Starting from Gallitzin State Park, the Lost Turkey Trail is a 26-mile trail that brings hikers through State Game Lands and into Blue Knob State Park. 

The first 13 miles of the trail are the easiest as they travel through Gallitzin State Forest along a mountain ridge bookended by rolling, mildly technical terrain. With several long, steady uphills, these miles act as a preamble to the second half, which is up and down many different peaks and crosses several wider streams. 

At mile 24 (along Hog Back Ridge) there is a monument built to two children who got lost in the mountains and perished in 1856.  The last three miles are a 1,400-foot challenge up strap inclines when your legs are their weakest. The trail ends at Herman Point in Blue Knob State Park. The views from the end are amazing, hopefully you have enough energy to enjoy them!
    ",PA
8.5,Point to Point,379,109,1103,1031,5,27,Yellow Trail,Intermediate/Difficult,4.1,Parking off of Lincoln drive is sparse at best.  Consider starting at Valley Green Inn instead (using Forbidden Drive to access the Yellow Trail.,PA
4.6,Loop,418,230,491,493,4,19,White Trail,Intermediate,4.0,"        Ridley Park is a beautiful park with a variety of trails to follow. This trail is clearly marked with white blazes, and will allow you to enjoy rolling hills and some time near a beautiful creek.

Follow the singletrack dirt path through rolling wooded hills. The path often passes by large boulders, creeks, and other interesting features to keep you interested. This path does have a number of road crossings, so you don't always get a full immersion in nature, but some of them have been mitigated by small overpasses or other features that make them feel safe.

The several water crossings have well-maintained bridges to keep hikers high and dry.
    ",PA
11.9,Point to Point,1897,1461,1126,1078,4,14,Hickory Creek Trail,Intermediate/Difficult,4.0,"        Hickory Creek Trail is the only designated trail in the Hickory Creek Wilderness. This is a foot travel only trail. The loop is 12 miles long traversing over flat to moderately steep terrain. 

There is only one trailhead located at the Hickory Creek parking area and the trail is marked with yellow or white blazes painted on trees. The markings are infrequent and often faded, so keep an eye out. Additionally, the trail is only maintained to primitive standards, which results in a lot of vegetation encroachment on the trail along with many fallen trees across the trail.

This trail offers challenges to a wide range of skill levels as it traverses the rolling terrain within the Hickory Creek Wilderness. Fishing for small native brookies can be done in East and Middle Hickory Creeks. These trails are open for winter hiking. Remember to dress in layers appropriate for the weather conditions and be aware that these trails are used heavily in the late fall and spring by hunters. It is a good idea to wear bright fluorescent colored clothing if hiking during these time periods.

For more information check out Allegheny National Forest's pamphlet on Hickory Creek Wilderness.
    ",PA
2.9,Point to Point,1144,919,449,322,5,18,Emerald View Trail,Intermediate/Difficult,4.3,"Parking is free at Olympia Park. Parking can get full on the weekends sometimes, but not often. There is no water on the trail, but its only 2.5 miles so....

Also at the top there are a number of restaurants and pubs. You can take the Duquesne Incline down to the river and take a quick detour into downtown Pittsburgh. 

If you don't repeat the trail backwards to get to your car, its about a half mile on the street back to Olympia Park. Head down Grandview Avenue and turn right onto Hallock. Hallock Street will dump you back at your car.",PA
1.7,Point to Point,1420,470,950,24,11,34,Winter Trail,Difficult,4.1,"        This is a safer alternate option to the rocky scramble on the Appalachian Trail. Use this when snow or ice make the AT unsafe. It also makes a good loop hike when combined with the Appalachian Trail.
    ",PA
1.5,Point to Point,3056,2941,146,165,4,13,Lookout Loop,Intermediate,4.3,"        The loop encircles the Pavia Overlook and is most often accessed from the intersection with Three Springs Trail. 

The Lookout Loop can be done clockwise or counter-clockwise. It's one of the most popular trails in the park for hikers and mountain bikers thanks to the beautiful view at the lookout. Keep in mind there is one long rocky section.
    ",PA
28.8,Point to Point,1162,738,476,576,1,2,Panhandle Trail,Easy,4.3,"        The Panhandle Trail is a rail trail in southern Pennsylvania and the northern panhandle of West Virginia. It occupies an abandoned railroad corridor that had been known as the Panhandle route which has been converted to a bicycle and hiking trail. The rail line was abandoned in 1992. 

Although the Panhandle Trail occupies 29 miles of the Panhandle Route, the remaining portion of the route is owned by the Pittsburgh and Ohio Central Railroad, but it is very rarely used and may not be open to public use.
    ",PA
11.1,Point to Point,2131,1439,1751,1700,6,26,MST - Section 11,Intermediate/Difficult,4.3,"

Mid State Trail (MST)


",PA
6.7,Point to Point,2365,1004,1362,1616,8,44,Mid State Trail Greenwood Spur,Difficult,4.3,"
Land Manager:  DCNR - Rothrock District
 ",PA
