distance(mi),type,max_height(ft),min_height(ft),ascent(ft),descent(ft),avg_grade(%),max_grade(%),trail_name,difficulty,rating,description,state
4.8,Point to Point,5608,4689,1111,585,7,19,BST: City Creek to North Salt Lake,Intermediate/Difficult,4.5,"        From the trailhead, you'll climb heading north, the start is steep and has a few technical spots. After that the trail turns into rollers for about a mile, the trail has a lot of rocks on it with a few firm packed spots.  

There is a small trail marker that indicates the trail heads west making a left turn heading into the switchbacks.  The trail switches back and forth between rocky sections and hard-pack and continues to climb for the next mile and a quarter. It then merges with a dirt road for a 0.2-mile climb to the first set of radio towers.  

The downhill commences at this point. The top of the trail has a lot of rocks before giving way to loose dirt combined with hard-pack and some ruts. There is a short climb near the end followed by more downhill over varied terrain, with some rocks thrown in for good measure.  The trail then levels out into on open field where you can keep pushing along until you reach the park. At this point, the trail goes from hard-pack to paved.
    ",UT
2.2,Point to Point,9619,8807,898,239,10,24,Lake Solitude Trail,Intermediate,4.5,"        Placeholder
    ",UT
16.4,Point to Point,7629,5889,1201,1763,3,29,Upper Spring Canyon,Intermediate/Difficult,4.2,"        The Upper Spring Canyon route requires levels of fitness, route-finding ability, and tolerance of solitude that are well above average. It can be done as an extremely long day hike or as a two or even three day pack. The lack of reliable water for a long portion of the middle of the trek adds to its difficulty.

Whether done in a day or as a backpack (permit required), Upper Spring is a point-to-point hike that requires a shuttle between the two trailheads or a 3.9-mile road hike back to the starting point. The shuttle vehicle or a bike should be left at the Chimney Rock Trailhead, which is 3.1 miles west of the visitor center on Highway 24. Please note that you'll have to make your exit on the Chimney Rock Trail and the Chimney Rock Canyon before reaching the parking area. Parking is available on the outside of the circle, and there is a pit toilet. 

To start the journey, drive west to the Holt Draw Trailhead which is 7.0 miles west of the visitor center on Highway 24 at milepost 72.4, outside of the park. A short track heads north from the pavement, ending in 150 yards at a fence. Park there, or closer to the paved road if the track is too rough for your vehicle.

For more than a mile, the route follows an old road and then the stream bed of Sulphur Creek at a gentle grade. A steep climb out of the drainage leads to a pleasant stroll across the high bench of Cooks Mesa to the base of the climb up through the fabled “W,” a passage through a wall of red Wingate sandstone. Minor scrambling is required to pass through the cleft and descend to Upper Spring Canyon. After passing one significant obstacle and several smaller ones, the journey down canyon is easy going. 

After reaching the end of Upper Spring Canyon in a triple junction with Chimney Rock Canyon and Lower Spring Canyon, follow Chimney Rock Canyon to your shuttle vehicle or bike. The way out to Chimney Rock Canyon and the Chimney Rock Trail is preceded by a lovely section of mature cottonwoods under heavily veiled Wingate walls.

This content was contributed by author Rick Stinchfield. For a comprehensive hiking guide to Capitol Reef National Park and to see more by Rick, click here.
    ",UT
7.1,Point to Point,6667,5957,102,812,2,16,Pipeline Trail,Easy/Intermediate,4.1,"        Starting from the Elbow Fork Trailhead, head West. The trail is well marked, but there are various trails that branch off either north or south. You'll want to stay on the main East-West trail until you reach the end of the trail at an outlook overlooking the Salt Lake Valley. This is a great place to take a break and take in the views before heading back to your car. 

There are alternate starting points at the Rattlesnake Gulch Trail, Church Fork Trailhead, or Burch Hollow Trailhead if you want to mix things up, or if you are visiting between Nov 1 and July 1 when Elbow Fork Trailhead is inaccessible due to seasonal closure.
    ",UT
3.4,Point to Point,5791,5139,913,270,7,30,Cottonwood Wash,Difficult,4.5,"        The hike up Cottonwood Wash follows the wash bottom on a mix of gravel, sand, and rocks. The 1.2 miles to where the canyon narrows isn’t particularly scenic, but the distance passes quickly.

As the route enters the Carmel Formation, the walls rise above and the route becomes interesting and far more strenuous. Two faint trails can aide in the early going, especially the second one which follows a sandy climb out of the wash to bypass the boulders below - a welcome option on the return. If you choose to skip the bypass, the boulders in the wash make a fun warmup for the day. The bypass returns to the wash via a slickrock ramp above a scaleable dryfall.

A second fluted bedrock slope signals a nice serpentine narrows with walls about 8 feet apart. Shortly after the narrows, the canyon divides into two quite similar branches, with Cottonwood Wash going right and immediately tightening. A thinner narrows follows shortly with a difficult slot section right behind. A chockstone boulder here may require help to pass.

There’s little easy trail before a skinny, awkward slot with another chockstone. Up next, a huge arrow-shaped boulder blocks the way. Surprisingly, a route goes under the arrow along the right wall, continues under a smaller boulder wedged against the bigger one, and then through a small opening above. Remember this ascent because the return is almost blind.

After conquering the arrow, it’s disappointing to find a long, imposing pool filling an otherwise enticing slot. The pool can be very deep, frigidly cold, and generally unappealing. The difficult chockstone at the end should only be attempted by experienced canyoneers if water is present. This becomes the turn around point for most groups.

Rarely, the pool is dry. If this happens, the chockstone can be passed with a difficult climb from underneath. From this point the route is interesting and relentlessly challenging. A particularly smooth boulder ahead is difficult going for those less than six feet tall. The boulder is best passed by spanning the walls to slither over.

Just beyond is an intriguing pothole with a curving, scaleable entry chute. The reward for this scramble is a long, slanted, narrow slot that may be the best section of the rout. After a pleasant wide, opening in the canyon the home stretch appears. This long section of deep narrows is frequently filled with water. If dry, continue to the 10-foot high dryfall which is the logical turnaround.

This content was contributed by author Rick Stinchfield. For a comprehensive hiking guide to Capitol Reef National Park and to see more by Rick, click here.
    ",UT
7.0,Point to Point,8716,6422,2313,18,6,30,Needles,Intermediate,4.5,"        This is the easiest way up from Earls Lodge to Needles Lodge. Along the way you'll encounter excellent scenery through dozens of switchbacks on a mostly hard packed surface. Expect occasional rocky sections, loose rocks, and roots. Unlike most trails in this area, there is a good mix of shade and sun - but prepare for warm temps!
    ",UT
7.3,Point to Point,8373,6324,2257,208,6,32,White Pine - Bunchgrass Canyon Trail,Intermediate,4.5,"        From the parking area, cross the highway and there is a trailhead and a sign soon thereafter that says the mileages to the White Pine Canyon Trail junction, as well as the distance to White Pine Lake (3.8 miles and 8.0 miles, respectively). The trail soon goes through a chained, but not locked, gate and starts to wind up the canyon alongside Bunchgrass Creek. As the trail continues, the trees thicken for about a mile but then the trail emerges into a series of meadows that have several ponds within them. This area also starts to have beautiful expanses of wildflowers and spread-out quaking aspens. It is a gorgeous area.

After passing the several ponds, the trail starts to wind up and over a series of ridges until it eventually reaches down into White Pine Canyon, and meets up with the White Pine Canyon Trail. From here, the trail veers to the west and heads up this glacially carved canyon, which makes for easy grades and great hiking terrain. The trail is also very soft and powdery, but not sandy which makes for some great hiking through this section. 

The trail goes by White Pine Creek, which often has a good amount of water flowing through it and is really pretty. This area also allows for great views of Mount Gog, one of the two mountains that flanks White Pine Lake. 

After passing through several open meadows of flowers and sagebrush, the trail starts to ascend slightly more steeply as it rises with the steepening creek. After climbing, the trail starts to move on into the canyon that houses White Pine Lake, and you start to get great views of both Gog and Magog. Eventually, the trail ends at a four-way junction that splits off going to Tony Grove or toward the shores of White Pine Lake.
    ",UT
1.7,Point to Point,4638,4486,166,279,5,32,Rockstacker,Difficult,4.5,"        Unbelievable singletrack high above the Colorado River and the signage is easy to follow.  The entire trail is marked with paint and cairns along the slick rock.  

This trail can be completed in either direction, but we started at the top of the hill at the intersection with the Pothole Arch Trail.

Those first few downhill sections are pretty scary downhill scrambles. Hold on tight and roll across slick rock for about 2 miles before connecting to the Jacksons Trail.  The trail twists and turns along the cliff face the whole way.
    ",UT
3.3,Point to Point,5396,5243,339,250,3,15,Big Mesa Trail,Intermediate,4.5,"        Big Mesa Trail its a great trail; take your time, stop to take pictures, go slower, and LOOK UP! Enjoy the scenery of this incredible hike.

The old rebar bridge has been replaced with a wide, easy wooden one.
    ",UT
0.4,Point to Point,6378,6349,31,15,2,5,Sunset Point,Easy/Intermediate,4.0,No bathrooms at the trailhead.,UT
2.2,Loop,8548,7936,619,620,11,34,Willow Heights Trail,Intermediate,4.0,"        This is a short trail, mostly through aspens, to a small lake from which there are good views of the other side of Big Cottonwood Canyon. This is also an excellent introductory snowshoeing route in the winter, as there is usually plenty of snow, and the grades are manageable.
    ",UT
4.4,Point to Point,7364,5148,2350,135,11,33,Leatham Hollow Trail,Intermediate,4.4,"        From the parking area, take the short portion of dirt road to the actual trailhead, which is marked by a series of large boulders (to block the access of vehicles) in a line. The trail starts to the right end of these boulders and ascends gradually through a small forest in a narrow canyon. Throughout the first mile and a half the trail crosses a (usually dry) stream several times and passes through small meadows and below tall, impressive cliffs. The trail can be somewhat rocky in places due to the geology of this small canyon, but never gets very technical and is always fun. In the fall, the colors can be spectacular and the red-orange leaves cover the trail and the surrounding forest floor. 

After the first mile and a half, the trail reaches a small clearing with a sign that says ""Leatham Hollow Spring"" and not long after this the trail makes an abrupt backward turn to start up some long switchbacks to get to the junction with the Millville Canyon road. Along these switchbacks, the trail passes through several kinds zones of scenery as it crosses several drainages. Along this long switchback you can see pine forests, tall grasses and scrub oak, small rocky crags. Sometimes you get an opening in the forest and amazing views of the cliffs that line the upper portion of Leatham Hollow, as well as the Mahogany Range to the southeast. From some portions you can even see the Left Hand Fork of the Blacksmith Fork River, as well as the parking area, almost 2,000 feet below.

Eventually the trail hits the end of the long switchback, and then turns back towards Millville Canyon, and after the last long ascent it finally breaks out into a large sagebrush meadow and finally hits the Millville Canyon Road, where there is a sign (facing the opposite direction) that says ""Leatham Hollow.""
    ",UT
5.6,Point to Point,7487,5470,2017,0,7,37,Richards Hollow 019G,Intermediate/Difficult,4.3,"        From the trailhead, head up the trail along a dry creek bed (it is dry most of the year) and ascend through some meadows and past some tall cliffs characteristic of the blacksmith fork canyon area. Eventually, the woods start to thicken and after about a mile of hiking the trail switches back and then up past a waterfall that's about 10-15 feet tall (Waterfall Connector). Then the trail continues to ascend up past some amazing limestone formations and eventually breaks out (and levels out more) into a wide meadow that follows the path of a small meandering stream. In this long meadow, the trail ascends very gradually and crosses the stream several times. 

Eventually, you'll reach the ""Elbow"" where large groves of aspen can be seen in the surrounding hills. As you near the actual curve in this elbow you'll go through a gate, and then when you reach a split in the trail you'll select the trail that goes to the right and curves up through a small drainage until you reach the Adams Corral Road.
    ",UT
4.9,Point to Point,8338,5147,3229,39,13,49,Logan Dry Canyon Trail #016,Intermediate/Difficult,4.3,"        From the parking lot, take the short section of dirt road around the north side of the retention basin and then past the picnic areas where the trail starts to go up. The trail continues on past a National Forest signboard area and then a couple of gates, and from there, the trees start to come in a little bit closer around the trail, offering good shade during the day. 

The trail continues up eventually passing through a large grove of aspens and then, when you emerge from the grove, the trail starts to switchback up until you get to the top of a large knoll with very large trees on top of it. The trail continues on until you reach a junction with the South Syncline Trail, which goes off to the right and goes around to the south side of Logan Peak. The actual Logan Dry Canyon trail continues up and then cuts to the left and starts to ascend up to the ridge that sits on the north side of Dry Canyon. This trail quickly leaves the vegetated forests of Dry Canyon for an exposed hillside covered in sagebrush and some scattered trees. Because the hillside is more barren, it offers amazing views of Cache Valley and the surrounding mountains. The trail crosses over a small talus pile and then also passes a small spring and eventually reaches the ridge, where the trail ends and the Logan Dry-Mill Hollow Trail begins.
    ",UT
1.4,Point to Point,10939,9963,1029,153,16,52,Mt. Superior Trail,Difficult,4.1,"        This trail features steep hiking that leads to a relatively flat hike with a bit of exposure. The last part of the trail leading to Mt. Superior features some exposed boulder scrambling and requires a bit of route finding.
    ",UT
5.7,Loop,5983,5581,759,758,5,39,Neck Spring Trail,Intermediate,4.1,"There's a steep climb around mile 3.3. It's completely doable, but kids under 8 and those with a fear of heights might have a hard time. In addition, there are some points along the mesa top where the trail veers a bit close to the edge, which might be problematic for those fearful of heights.

After the climb up to the mesa top, be sure to validate your path by checking for rock cairns. They mark the path of the trail, and they're invaluable when hiking along otherwise-unmarked sandstone.

To cross ""The Neck,"" you hike along the road's shoulder, which is reasonably wide. Near this point, the trail follows a slightly-tilted about 20 feet from a cliff edge.",UT
2.7,Point to Point,7325,6238,1108,719,13,34,Mill Creek Terraces,Intermediate/Difficult,4.1,"        Ah Mill Creek Canyon, hidden jewel of the Wasatch. This trail leads hikers through old growth forest and has a wonderful canyon clean air smell. The trail itself is intermediate but if you make a loop of it on foot, know that the road from Millcreek Canyon Rd to the Terrace Picnic Area at the trailhead is quite steep though it does offer nice views. 

The trail is a fairly steady climb, gaining just over 1,000 feet of elevation in about 1.75 miles. There are times where the grades are quite steep, but overall these sections are short, with more manageable portions between. Your reward for the climb is to continue either down the Mill Creek Canyon Rd or to enjoy a full loop hike by catching the Pipeline Trail.
    ",UT
5.0,Point to Point,7428,5814,1635,20,6,15,Mormon Pioneer Trail,Intermediate,4.4,"        There are several places where you can get on/off the trail so it's pretty easy to turn this into whatever kind of hike you like. Most people hike bottom to top and back down again. With two-way traffic you'll want to stay alert, there are many blind corners. This trail showcases a couple short, rocky sections. Additionally, ascending this trail is steady climbing the whole way. Overall the trail is not too steep, but there are a couple of short, steep sections.
    ",UT
4.5,Point to Point,8754,5609,3176,822,17,42,Neffs Canyon Trail,Difficult,4.3,Free parking at the bottom of the trail. No bathroom.,UT
5.2,Point to Point,5088,4830,603,663,5,34,Confluence Overlook,Intermediate/Difficult,4.3,"        The trail begins by crossing several canyons with washes at the bottom. The trail sees large swings in elevation as you climb in and out of the canyons, but soon enough the last canyon is crossed and the trail flattens out. Some of these climbs are steep, and one includes a short ladder. The trail goes by a massive sandstone monument before emptying into the flats of Cyclone Canyon. After crossing a grassland, the trail parallels a 4WD road until being within a half-mile of the overlook. The last half-mile is rocky, and then you are treated with one of the grandest views in southern Utah.
    ",UT
3.9,Loop,3097,2790,404,411,4,12,Kentucky Lucky Chicken Trail,Intermediate/Difficult,4.3,"        The Kentucky Lucky Chicken Trail is 3.8 miles that will challenge you at every turn. The terrain is rocky and steep, typical of the St. George area. From the dirt parking area, the trail starts out with rocks. Hiking it clockwise, you'll have a constant but gradual climb through a boulder field. Plan on moving slowly and picking your way through and over the obstacles. Make sure to watch your footing. This trail will give your ankles and lower leg muscles a good workout.

About a half mile in, you'll be treated to a very exposed turn called Lukas' Leap. The trail runs right along the edge of the cliff and provides for a great view. There is another section of exposure toward the top of the climb but the trail doesn't get quite as close to the edge. 

Once at the top, under the radio towers, you'll be treated to a beautiful view of the City of St. George. The city is framed by green trees and red rocks and topped with Pine Valley Mountain. The views alone are worth the climb, but you are also about to be rewarded with a fun and technical downhill. Much like the climb, you'll pick your way through rocks until you eventually hit a few big slabs of sandstone. Stay on your toes, there are lots of pinch points and toe grabbers. 

After the downhill, the trail undulates as it takes you through several drainages and wraps back to your car.
    ",UT
2.9,Point to Point,6840,5151,1688,0,11,24,Rock Canyon Trail,Intermediate,4.0,"        This is a tough, rocky climb but provides beautiful views of the cliff walls in Rock Canyon as well as access to Squaw Peak, the Squaw Peak Road, and Slate Canyon Trail #061 and Slide Canyon Trail #062. The trail starts in the Rock Canyon parking lot which is located where 2300 ends. At the east end of the parking lot, there is a gate. Head through it and follow the asphalt up the canyon. The asphalt ends shortly and the trail turns to a dirt road, then to a wide singletrack. You'll cross 5 bridges on your way up. Keep an eye out for the marked turnoffs to Squaw Peak and Slide Canyon Trail #062. This entire trail is a climb, so be prepared for that.
    ",UT
2.2,Point to Point,6304,5189,1040,1115,18,44,Mt. Van Cott Trail,Difficult,4.3,"        If you're tired of hiking the same path along the Bonneville Shoreline Trail, then give Mt. Van Cott a try. The trail gains/loses elevation at an impressive rate, and the views of the Salt Lake Valley and the Wasatch are spectacular.

There are multiple ways to access it, and the route shown here takes you from the Red Butte Canyon side and the Red Butte North Trail (near the Red Butte amphitheater parking lot), up to the top, and down the ridge toward Dry Creek. The trail can be connected with the Red Butte Skyline Trail, or you can skip some of the climbing and hike up Red Butte Canyon Road to the Red Butte North Trail directly across the street from Red Butte Skyline Trail.  

The trail can be taken in either direction, but the climb from the Red Butte side is slightly more manageable. The trail is extremely steep in either direction, but you are rewarded with an equally long hike down the other side. 

If you'd like some more distance, you can hike the ridge from the top of Mt. Van Cott. If you descend the north side (as shown here), you can also continue along the ridge all the way to behind the Huntsman Cancer Hospital and back to any of the various spurs of the Bonneville Shoreline Trail.
    ",UT
1.1,Point to Point,5883,5320,563,17,10,23,Many Pools Trail,Intermediate,4.3,"        This is a moderate hike up mostly sandstone rock and some sandy wash. There are many dozens of small pools with standing water along the way. After a rainstorm, it could be possible for flowing water to connect the pools. 

Parking is at the ""Many Pools Trailhead"" parking lot, where even on busy days there is are open spots because most people park there just to use the new, double pit toilet. The trailhead is not labeled by Zion NP as this is not an official park trail, but the parking lot is now clearly signed. 

Park on the north side of the road near the pit toilets.  There start are a couple of social trails to take you down about 30 feet to the beginning of the sandy wash. After that, hike up the slick rock inside the small valley, going past small pools of water. There are more pools towards the end of the hike, but turn around at any point after you have had your fill.
    ",UT
9.4,Point to Point,8368,6199,437,2343,6,16,Wasatch Over Wasatch,Intermediate,4.5,"        If you chose to hike out-and-back, this makes for a long hike. If shuttled from the top Parking lot, there is 200' climb then descending at a steady grade on loose dirt and narrow singletrack, but with great views.  This trail is heavily used by mountain bikers, be aware of your surroundings and of other users on the trail. 

To begin the out and back drive up SR 222 from Midway, UT toward Wasatch State Park/ Guardsman's Pass. About a 1/4 of a mile past the State Park Campground, there is a dirt pullout and trailhead on the east side of the road, park there. This is called Pine Canyon Trailhead. Cross the road, then the wooden footbridge and continue up the well-built switchbacks and berms.

If you are going to do W.o.W. trail as a shuttle, continue up SR 222 after the bottom trailhead for about 3.4 miles (You can also drive down from Gaurdsman's or Deer Valley, just get a shuttle car to the bottom).

You'll see 3 concrete barriers on the west side of the road with room for 3 parked cars. Park there, hike past the north side of Hardy Lake (which is probably just a mud puddle) on an old doubletrack road for 0.1 mile and link into the singletrack on the left. The tail weaves up 200 ft on a mellow grade before beginning the descent. As you descend enjoy the views and the switchbacks as they make the grade much easier.
    ",UT
3.8,Point to Point,6771,6242,522,611,6,18,Phosphate Hill Trail,Intermediate,4.5,"        Phosphate Hill Trail is one of the newer trails in the Dutch Hollow trail network. The trail can be done as a loop with Prospector Trail from Pine Canyon or Dutchman Way.

The loop is a mix of moderate climbing and descending with some very mild rougher sections. The northern side of the loop is a moderate (occasionally steep) climb via many switchbacks, up and over a steep mountain ridge. Once on the east side, you'll experience smoother surface through maple forest. 

The western side provides a change of vegetation with freer slopes covered in oak brush. There are also more turns and the tread can be a bit loose, making for slippery footing. 

On the south side of the route, the trail follows a mostly level contour (only a couple up and downs) with nice views of Midway and Burgi Hill.
    ",UT
2.0,Point to Point,4715,4637,111,50,2,9,Canyon Road Trail,Easy,4.5,"        This route starts at approximately 600 E, 400 N and is accessed through a driveway which goes to the start of the shoreline trail by First Dam. This trail is mostly shaded and initially follows alongside the open canal. Further on, the canal becomes fully covered, widening the trail. The last section of trail leading up to First Dam is paved.
    ",UT
8.3,Point to Point,6432,5651,1246,469,4,14,Bonneville Shoreline Trail: Wild Rose to North Canyon,Easy/Intermediate,4.5,This trail is not yet open to the public.  Stay off of it until it has been opened.,UT
10.2,Point to Point,8707,7370,2112,2186,8,26,GWT: Timpooneke-Chris Flat Trail,Intermediate,4.5,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
5.1,Point to Point,8174,6059,2118,4,8,17,Upper City Creek Trail #1470,Difficult,4.5,"        I don't know how to convey just how beautiful this place is. It's a worthy trail for any serious hiker. At the same time, unlike most hikes in the Wasatch, I do not recommend doing this one alone. There is at least one mountain lion that lives in the canyon, and there are many moose. Watch out for hunters too.

The trail is difficult to follow. If in doubt, just follow the drainage.
    ",UT
3.2,Point to Point,7896,7319,653,226,5,20,Road to WOS,Intermediate,4.5,"The trail is well-marked. Wildlife is active in the area; namely moose and bear. I've seen moose right off the trail several times along the top, and their tracks all over. Make noise and pay attention. There's a pretty cool lookout on the eastern edge of the loop. This trail is growing in popularity and is seeing a lot more traffic; the downhill is great, but be cautious around blind corners.",UT
1.2,Point to Point,7788,6166,1622,3,26,43,Smuggler's Gap Trail,Difficult,4.5,This trail descends into watershed territory.  No dogs are allowed.,UT
1.0,Point to Point,11071,9541,1530,11,29,96,Box Elder Summit Trail,Difficult,4.5,"This trail gets very steep, although there is no technical climbing or much scrambling involved.",UT
2.1,Point to Point,5980,5609,274,428,6,26,Mule Shoe Trail,Intermediate,4.5,"        From the parking lot, look for the trail dropping down to the east - you can get to it straight from the parking lot if you look around or just go to the road and stay on the same side of the road you parked on. 

The trail is shaded to start, and drops down immediately, winding down and down. There are a couple of spots where you'll see the road and even a couple trails heading off to the left into Cutler Basin. After it levels out, it starts to climb again but fairly gradually and on an even grade. A couple of wooden bridges cross the small creek. Next thing you know, you'll be crossing the paved road and starting the Mule Ear Trail.
    ",UT
6.1,Point to Point,8615,5010,3605,1,11,25,Spring Hollow,Difficult,4.5,"        As soon as you leave River Trail the intermediate singletrack begins.  Switchbacks, and a few rocky areas can be expected through the first bit of climbing and descending.  During these first few sections you'll see several trails taking off and forking.  Always take the one to the right to go towards Spring Hollow. Going left on any of these will take you back down to a trail running along the river.  Take a right again at the second fork. This is where the climbing starts to pick up.  

It gets steep pretty quickly and starts going in towards the canyon.  Adequate tree coverage makes for a nice cool hike, and great terrain.  The last climb to the slate field is a brutal one, and is what to expect the rest of the way to the top.  It will be pretty obvious when you reach the slate field, as there are no trees, and many rocks.  

For the sake of your sanity, you can turn around here to enjoy the downhill and the scenery, or you can choose your fate and try to climb to the top.  As I said, that last climb is just a taste of what the next 4 miles hold.  Steep sections will hold a whole new meaning in your life after this. But to those who conquer, we salute you.  

This advanced trail is extremely steep and rocky which makes the downhill worth it in the end.  After this slate field, there will be several sections where you'll grind up a few climbs. These conditions will continue for the next mile until you reach a second slate field.  From here until the top the incline decreases and is easier to hike.  The trail then tops out onto a dirt road near Logan Peak.

On your way down, you'll see little traffic until you reach the first slate field you passed on your way up.  While passing the second slate you field you passed on your way up, get ready for a gnarly, steep and rocky downhill.  Follow the way you came down to the bottom of the singletrack and hook back onto the gravel path to get back to your car.  You do have the option to shuttle this trail from the dirt road at the top as well.
    ",UT
3.1,Point to Point,9495,8331,153,1165,8,16,Hazzard County,Intermediate/Difficult,4.5,"        This trail was originally built under the radar and has now become official. The trail starts with a short climb to the ridge and then it will be all downhill from here. 

The first half has some big ruts and is in need of some TLC. After the halfway point when you are fully in the short scrubby oaks, the trail becomes a lot of fun as it winds down through the trees.

This trail is commonly shuttled using one of the many Shuttle Services in Moab.
    ",UT
3.9,Point to Point,10358,9408,1059,435,7,44,Upper Setting Trail,Easy/Intermediate,4.5,"$6 for a 3 day pass per vehicle up Mirror Lake Highway. I think $12 for 6 days and $48 for a year pass, but check those with the Ranger Station.",UT
8.8,Point to Point,9043,5599,3761,466,9,44,Beirdneau,Difficult,4.5,"        From the Green Canyon Singletrack, where the the trail crosses to the north side of Green Canyon Drive and continues through the campsite with the first little bridge, turn right, continuing up Green Canyon Drive. After about .3 miles, you'll see the sign for the Preston Valley trailhead.

Alternatively, you can start at the main trailhead by beginning at the mouth of Green Canyon, drive about 2.3 miles up the Green Canyon Drive until you see the sign on the right side of the road for the trailhead.
Preston Valley Trail connects Green Canyon to the Beirdneau Peak Trail or to Wind Caves Way. 

From the start of the trailhead, it's a relatively steep climb, but it is a well maintained trail with beautiful views of Green Canyon. Most of the terrain is runnable with a few technical sections of rocks or roots.
    ",UT
1.3,Point to Point,5088,4687,402,10,6,15,Creek View Trail,Easy/Intermediate,4.5,"        If you're looking for a warmup to get the blood pumping, this trail can be a great way to start your day! Taken as mapped here, this is a strenuous ascent, but once you've gotten this climb out of the way, you'll be able to choose from a handful of more fun trails at the end.
    ",UT
1.3,Point to Point,5805,5186,620,0,9,16,Clark's Trail,Intermediate,4.5,"        This trail is used by mountain bikers to typically go down the Rush Trail, so as long as you don't mind sharing the trail on the way up with some bikers this is a great option! Though steady, the grades overall are manageable, and the scenery is enjoyable.
    ",UT
1.0,Point to Point,6190,5054,1135,62,24,65,Hornet Canyon,Difficult,4.5,"
Land Manager:  USFS - Uinta, Wasatch & Cache National Forests Office
 ",UT
2.3,Point to Point,5974,5832,179,114,2,9,Great Pyramid,Intermediate,4.5,"        This trail begins near the south parking areas on Dead Horse Point and traces the rim, dropping slightly in elevation, before turning back west and climbing towards state route 313. 

There are several rocky ledges, but otherwise this is a quite well-built trail. Be sure to stop at the Pyramid Canyon Overlook.
    ",UT
1.2,Point to Point,5932,5783,59,171,4,11,Bighorn Overlook Trail,Easy/Intermediate,4.5,"        Explore the northern portion of Dead Horse Point on this trail to Big Horn Overlook. The trail is never far from the rim and offers you great views down Shafer Canyon. Head north from West Rim Trail. After about half a mile, the trail turns west and heads towards the tip of the cliff. Big Horn Overlook is a great place to enjoy the scenery and marvel at the millions of years of geological history in front of you.
    ",UT
1.5,Point to Point,5935,5845,46,126,2,7,Twisted Tree,Intermediate,4.5,"        Most of the trails at Dead Horse Point have great views, but this one might be the very best - and that's saying a lot here! You can see part of the White Rim Trail in Canyonlands National Park.

There are several sand traps to wallow through, but nothing very difficult to distract from another excellent quality trail. The nice smooth contours on this trail are the result of lots of excellent work that involves tons of rock and dirt being moved, but looking completely natural.
    ",UT
7.0,Point to Point,6259,5315,985,991,5,24,Jackalope Trail,Difficult,4.5,"        Head out of the east parking lot and take a left. The trail will meander for a few miles on the And Cookies Trail. You'll eventually come to a fork with a well-placed sign. Follow the sign and go right at the fork. This is where the climb begins. From here on out the climb is fairly consistent. It's not too bad and there are no real technical challenges along the way.

At about 3/4th of the way from the top you'll come to another fork. This is where the Serendipity trail drops off. You'll take a left at this fork and continue on the climb. 

Once at the top you'll come to a faded doubletrack. It looks as if you can take a left and continue off the ridge to the prominence. But you'll want to take a right onto the doubletrack. This is the start of the descent. The next couple of miles are relatively steep and loose. You'll drop into and out of a couple of washes with slight climbs back out, but, for the most part, the trail is a fun descent. 

You'll eventually come to a trail intersection in one of these washes. This is where you meet back up to the Serendipity Trail. It continues through the wash, but you'll want to once again follow the signs and go straight through the wash and make the slight climb back up out. From here you'll be on top of a small plateau the trail continues in a nice winding manner along this plateau for a little while. 

Once you come to the edge of the plateau you'll see the trail as it dips off on a short steep descent. This is the roughest part of the whole trail with a couple of small ledges a large step down. It is nothing too challenging though. From here the rest of the trail winds through terrain similar to the beginning with short climbs and descents until you come back to the parking lot.
    ",UT
3.4,Point to Point,9318,5127,4194,44,23,52,Adam's Canyon South Ridge,Difficult,4.5,"        This is another fantastic snowshoe route, and worth connecting with Adam's Canyon North Ridge. Don't forget to visit Thurston Peak along the way. Midway up the ridge, you'll encounter a well-stocked cabin. Leave what you find, or replace what you take.
    ",UT
5.6,Point to Point,4792,4629,196,285,2,10,Dino-Flow,Intermediate,4.5,"        Dino-Flow appears flat on the map, but that's deceiving: the trail constantly goes up and down very small washes and rock ridges.  Purple paint shows the way. There are just a few sections of slickrock, which tend to be knobby and a bit bumpy, but most of the trail is smooth dirt singletrack.

It's never very technical, and it's smoother and more rolling than some of the neighboring trails, but it's not trivial either.  There are many options to bail out and hike down to the very easy Copper Ridge 4x4 trail.
    ",UT
2.8,Point to Point,6276,5165,1112,0,7,32,Providence Canyon Singletrack,Intermediate/Difficult,4.5,"        As you leave the parking area, start going up the Providence Canyon road (just the dirt road that goes up the canyon) for less than a quarter of a mile and on the right (south) side of the road there is an easily visible start to the singletrack. It crosses a wooden bridge and then starts the singletrack trail that follows Spring Creek pretty closely for the first two miles or so. 

The trail undulates as it follows the creek, sometimes being high above the creek and other times being right next to it. As the trail ascends, it weaves in and out of the woods and meadows that make up the bottom of Providence Canyon. 

At the end of the trail, it emerges back onto the Providence Canyon road just below the quarry. You can turn around from here and enjoy the downhill!
    ",UT
3.2,Point to Point,7003,5759,1267,28,8,28,Bench Trail,Intermediate,4.5,"
Land Manager:  Tooele County  Parks & Recreation
 ",UT
1.3,Point to Point,6149,5626,523,13,8,51,North Ridge to Wild Rose Junction,Intermediate/Difficult,4.5,"Sometimes it can be a bit muddy in the spring, but don't let that stop you.",UT
