distance(mi),type,max_height(ft),min_height(ft),ascent(ft),descent(ft),avg_grade(%),max_grade(%),trail_name,difficulty,rating,description,state
2.9,Point to Point,13317,10802,2515,11,16,75,Gilbert Peak via the West Spur,Difficult,4.3,"This hike uses the popular Henry's Fork Trail, which is the trailhead for Kings Peak. Primitive camping is available on a first come, first serve basis. There is no cellphone service at or near the Trailhead.",UT
2.3,Point to Point,7443,5319,2124,0,17,33,Kenny Creek Trail #1603,Intermediate/Difficult,4.3,"Bring money to pay for parking if you plan to park at the trail-head. If you park down the road near the start of the Mueller Park Trail, and then hike in, then you don't have to pay anything.",UT
4.7,Point to Point,6124,5009,1128,17,5,13,Green Canyon Singletrack,Intermediate,4.3,"        This trail starts at the mouth of Green Canyon in Logan and you can either park in the King Nature Park for access to the King Nature Park Singletrack or you can park in the normal Green Canyon parking lot that is just before the winter gate and there is an access point to the singletrack from there as well. It is also easy to hike up the dirt road and access the singletrack from any number of points where the singletrack crosses the road and onto the other side.

This climbs from the initial views of Cache Valley and up through grassy meadows and woods and over the dry streambed several times until you reach the higher parking lot with access to the Naomi Wilderness trails (that you could also add onto your hike if you wanted to add more distance)
    ",UT
1.6,Point to Point,4216,3754,0,463,5,16,Whiterocks,Intermediate,4.3,"        Snow Canyon is often overlooked. In any other state, where it wasn't overshadowed by the likes of Zion and Bryce Canyon, it would be a national park instead of a state park. But this place is well worth a day trip and is a great place to take kids. It features red rocks, lava flows, potholes, washes, and is surprisingly verdant.

This trail edges around the white rocks at the north end of Snow Canyon which standing out from the surrounding red rock country, beckoning to be explored. This trail is less traveled and not as distinct but it is still easy to follow.
    ",UT
13.4,Point to Point,4496,3968,1023,1518,4,13,Potash Road,Intermediate/Difficult,4.3,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
6.4,Point to Point,3789,3514,553,421,3,13,Hurricane Rim Trail,Intermediate,4.2,"        This trail is a moderate hike, the grades are too overwhelming but there are some rocky sections and there are a few steep climbs as it meanders along the rim above the Virgin River gorge. The Hurricane Rim trail is an out-and-back trail, but can be combined with other trails to make a long loop if you prefer.  As with all of the trails in the Hurricane, Utah area, there are amazing vistas in almost every direction. You're at the doorstep of Zion National Park.

It can be hikeed from either the lower JEM trailhead, or the Hurricane Rim trailhead.  

To get to the lower JEM trailhead go east on State Road 9 and turn right onto Sheep Bridge Road (just before you enter Virgin, Utah). Cross over the Virgin River on the bridge and take the first right after the cattle guard. Follow the two track about a half mile to the end (this is the trailhead and parking). 

For the Hurricane Rim trailhead, go south about a mile on US-59 up the hill above Hurricane City. Watch for the Hurricane Rim trailhead on your left. The parking area shares space with cell phone towers. Starting from the Hurricane Rim trailhead go east up the hill just outside of the fence that follows the highway.  It is easy to follow.  Don't let the first hill climb freak you out, it gets easier once you're on top.
    ",UT
0.4,Point to Point,5195,5171,20,23,2,3,Broken Arch Access,Easy/Intermediate,3.8,"        Starting from the Sand Dune Arch parking area, head north through an open field of dry scrub.  This is a useful way to access the Broken Arch Loop Trail.  The views, morning light on the fins and wildflowers can be wonderful from here.
    ",UT
3.2,Point to Point,8827,5236,3700,109,23,77,Davis Creek,Intermediate/Difficult,4.3,"        This is a fairly strenuous hike up past the more well traveled trails from the Davis Creek trailhead. Once past the waterfalls you'll be climbing up to the explode ridge line just below Bountiful Peak.  There is some scrambling over rough trail depending on conditions.  Many trails at the higher elevations are not marked and can be very difficult to find.
    ",UT
7.9,Point to Point,6026,5133,1031,138,3,13,Getaway Trail,Intermediate,4.3,"        From the trailhead, follow the trail over slickrock, as it descends through the sage brush and pinion pines. The trail has some fun rock features for hiking on and around. Enjoy 360 degree views of the surrounding desert above Moab. The trail descends to a junction with Bull Run Trail and Gemini Bridges Road.
    ",UT
1.0,Point to Point,11054,9429,1624,0,32,68,Box Elder Summit from South Saddle,Difficult,4.3,"        Trail starts at the South Saddle of Box Elder and branches off of the White Canyon Trail.

From the saddle set your sights due south on the summit of Box Elder. The trail follows a mix of good footpaths and hardly noticeable social trails. As you head towards the peak, simply follow the ridge. Good route finding skills are key, though the path is pretty straight forward.

Simply stick close to the ridge until you gain the summit. Take a good break at the USGS marker for the summit high point. Close to that marker is a summit register. On the way down make sure to follow the correct ridge. While it is not difficult, make sure to double check your chosen path. Follow the same route back to the saddle.

*Note: this route is best-done mid to late summer. Often patches of snow remain till late in the season since you're approaching on the northern aspect of the summit.
    ",UT
0.7,Point to Point,5294,4819,475,0,12,48,Patsy's Mine,Intermediate/Difficult,4.3,"        A fairly steep and rocky trail off of the BST that heads up to an old closed off mine. The trail is narrow, allowing single file. Minimal shade and lots of exposure. In the summer bring at least 100oz of water.
    ",UT
2.3,Point to Point,3364,3212,211,227,4,11,Church Rocks,Intermediate/Difficult,4.3,Free parking at the Grapevine trailhead and Prospector trailhead.,UT
3.4,Point to Point,8122,6619,1503,1301,15,39,Lambs Canyon Trail #002,Intermediate/Difficult,4.2,"
Land Manager:  USFS - Uinta, Wasatch & Cache National Forests Office
 ",UT
2.2,Point to Point,6444,5158,1286,1204,22,45,Bair Creek Alternate Loop,Difficult,4.3,"        The start of this is switchbacks followed by a bit of a scramble to a wonderful overlook of Bair Canyon on top of a big rock. This is not a bad place to turn around after watching the sunset. Alternatively, the trail really does continue, but in recent years, has become so overgrown, that it is extremely difficult to follow.  The last time I did it, it turned into a horrible bushwhack racing against dwindling light. Once you find the old jeep road, though, it's easy-enough to follow all the way back to the Bonneville Shoreline Trail, though it is still quite overgrown along this section.
    ",UT
4.2,Point to Point,4681,4509,424,415,4,17,North 40 Trail,Intermediate/Difficult,4.3,"        North 40 Trail is a fun, short loop. It's generally smooth dirt singletrack, though there are a few interesting spots on slickrock and other rockier features.

Start by hiking up the gravel road from the parking area, in a tenth of a mile you'll see a sign on your left for North 40, take this left.  After a brief climb, you'll enter the loop. The nice thing about North 40 is that none of the climbs are very long, and it undulates nicely. If you're looking for a longer hike, combine this with another one of the fantastic trails in the area!

This area is popular with mountain bikers; be aware of your surroundings and of other trail users.
    ",UT
0.4,Point to Point,5240,5161,114,35,7,25,Belly of the Dragon,Easy/Intermediate,4.3,"        This is a short out n back through a underground tunnel with sweeping sandstone walls. Its a fun little stop if traveling through the area and worth stretching the legs out.  This is a drainage system for the highway above.
    ",UT
1.6,Point to Point,6682,5642,1044,5,13,28,Timpanogos Cave Trail,Intermediate,4.3,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
2.0,Point to Point,4589,3962,49,667,7,28,Jackson's Trail,Difficult,4.2,"        We made our way from the top down but you can start at the Kane Creek Trailhead. Either way the signage is easy to follow.

Head down the slickrock and follow the paint/cairn trail markings the whole way.  When the rock runs out, you'll be hiking through tall grass and some wetlands. You'll have a few small stream crossing at the bottom in that wetland area.  Two options here - follow the trail, or go upstream for a shallower crossing.

Be sure to get out early to beat the sun.
    ",UT
4.9,Point to Point,8608,5317,3312,21,13,48,Spring Hollow Trail,Difficult,4.3,"        From the bridge over the creek, the trail immediately starts to climb the rocky Spring Hollow and soon passes the fork in the trail that goes to the Crimson Trail. After this, the trail only seems to steepen for a short time, and then after about a half mile the forest opens up as the trail reaches a section of short switchbacks that look like they were blasted into the hillside because of all of the crushed rock. This is a neat section, and a nice respite from the steep climbing that precedes it, and the switchbacks seem very gradual in comparison. After the switchbacks, the trail goes back into the forest and climbs steeply again as it goes toward the head of Spring Hollow. 

About a mile from the switchbacks, the trail emerges from the forest again and gives great views down into the steep gully that sits right below the trail. Then, the trail curves around through another rocky section and ascends on a narrow tread along a hillside until it reaches a really pretty meadow. The climbing definitely slows down in this section as the trail goes through this meadow and just slowly climbs up and through a couple of drainages, and then by a couple of large karst sinks as it goes towards a great overlook where you can see a lot of Logan Canyon, and even into Logan City. 

After this overlook, the trail goes back into the forest and starts a long series of switchbacks through massive pine trees. This section is really great as the trees provide a great sense of solitude and the trail is really well developed (I think the switchbacks were put in somewhat recently). Eventually, the trail reaches the last switchback and starts to come out of the large forest, and passes by some really interesting rock formations, and finally comes to an end at the Inspiration Point Road FR 126.
    ",UT
1.9,Point to Point,7295,5778,1517,0,15,33,Wind Caves Way,Intermediate,4.2,"        This trail is practically one really long switchback leaving from the Wind Caves Trail about halfway up to get to the ridge that leads over to Beirdneau Peak. For the most part, it is a beautiful trail with a nice grade for heading up or down, although it does get steep at some points. To get to where the trail starts, follow the Wind Caves Trail for about 1 mile or more until you see a split in the trails at the end of a switchback where there is a brown ""designated use"" sign. The fork that goes to the right is the trail that goes up to the ridge.

As the trail leaves the Wind Caves Trail, it starts to climb through a small, sparse forest but pretty soon gets out into a barren, rocky hillside and traverse for a while until it reaches the point where it switches back and starts ascending to the west. As it ascends, it crosses several drainages and goes through various types of vegetation - tall grasses, where elk and deer sometimes sleep, and scrub oak forests, etc. As the trail gets closer to the ridge, you can see several rock outcroppings up above, and if you take a look to the south you can get great views of the China Wall and the Crimson Trail. Once you reach the top, you can get great views of the gullies below Logan Peak and all of the cliffs below it as well.
    ",UT
2.2,Point to Point,8887,5274,3612,0,31,105,Mahogany Mountain North Peak Trail,Difficult,4.2,"        The elevation change over distance says it all. In a bit under 2.5 miles you climb 3600+ ft in elevation, but the work comes with a reward. This peak offers a 360-degree view of the valley and you'll have no trouble seeing the Oquirrhs, the Salt Lake and Antelope Island, Lone Peak, Box Elder Peak, Mt Timpanogos, Mount Nebo... breathtaking views.

The hardest part of the elevation gain might be the terrain. There are no real switchbacks, the trail follows ridgelines until it no longer can then just shoots straight up the mountain to the next ridgeline. In many places the trail also skirts sheer drop-offs, so if you don't like heights, this may not be the route for you.

Overall though, this route leads to an incredible view and is a real butt-kicker!
    ",UT
1.7,Point to Point,8732,8055,715,47,8,32,Horse Flat Trail #250,Intermediate,4.2,"        Starting from the Summit Trailhead, take the Horse Flat Trail #250 through alternating aspen groves and meadows for a few miles to Primrose Overlook. There’s only one strenuous section, and it’s not too long. The views are definitely worth it. The trail ends at the overlook so you’ll definitely know when you’ve arrived.
    ",UT
7.0,Point to Point,8209,6064,55,2194,6,38,Hammond Canyon (012),Intermediate,4.3,"        Starting from the Hammond Canyon (012) Trailhead, the trail immediately dives into the water-carved valley, becoming steeper and steeper as you go. You'll note that along this trail, the flora changes from deciduous trees and lush, low shrubs, to dry conifers. As the dense deciduous foliage of the forest starts to thin, the views of Hammond Canyon proper become more apparent.

Continue down this tight, somewhat elusive trail as it finally reaches the Hammond Canyon Creek. From here, the trail meanders along and around the creekbed, slowly falling in elevation. In some of these sections, you'll be surrounded by thick horsetail reeds as well as dense manzanita shrubs. Don't forget to look up, however, as the towering sandstone pillars should be coming into view now.

Eventually, the trail reaches a double waterfall (which must be stunning in Spring). This proves a good resting point or a place to eat lunch.

From here, the trail continues east. If you have time, be sure not to miss Three Finger Ruin! We didn't have time to see it, but it's supposed to be amazingly well-preserved. I've noted its location as an information symbol on the map.

The trail eventually reaches an intersection with Cream Pots Trail (005) and Posey Canyon Trail (166).
    ",UT
3.7,Point to Point,9615,5429,4191,5,21,53,Sawmill Trail,Intermediate/Difficult,4.3,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
20.2,Point to Point,8493,7858,1648,1638,3,20,Mid Mountain Trail,Easy/Intermediate,4.0,"        The Mid Mountain Trail features classic Wasatch singletrack with lots of climbing, descending and ridge-top hiking through aspen and pine forests. Be sure to give yourself a bit of time to acclimate before this outing, as the trail sits around 8,000 feet above sea level.   For this reason, it is also sometimes called the 8,000 ft Trail.

You can access this trail from a few different locations and do it in sections to make it as long or short as you like.  A particularly nice place to begin the trail is from Park City Mountain Resort, ascending Armstrong Trail or Spiro Trail. You can also start at the bottom of Mid Mountain trail, in Deer Valley at Silver Lake Village.  

Either way, you'll encounter truly extraordinary views of the area as you make your way along the Mid Mountain Trail.  There's significant climbing to get up to the trail no matter where you start, but the Deer Valley access and the Spiro Trail climb are both manageable and gradual, not straight up and down.

Mid Mountain Trail is beautiful singletrack through a combination of deep forest, brief passes through open meadows, and along a ridge line. There's a bit of ascending as you make your way north, but nothing brutal.  You'll also stay interested with periodic beautiful views out over Park City. You're also likely to see wildflowers and aspen groves along the way. 

At the northern end of the trail, you'll have more trail options to choose from in order to return to civilization.  Most hikers will find their way down into Canyons Resort, then either get a ride from a friend or take the bus back to their starting point.  Note: bikes are allowed on this trail.
    ",UT
0.9,Point to Point,11034,8786,2247,0,47,100,Provo Peak Trail,Difficult,4.3,"        The trail starts when Squaw Peak Road reaches the pass between the Provo side of the road and The Hobble creek side of the road. There is a small loop where you can park. The road however is very rough and a 4 wheel drive is recommended.  

The Trail starts out on a four-wheeler track and continues for about a quarter of a mile. Keep a look out for a large cairn. Follow the small trail marked by the cairn up the ridge. Trees and scrub let way to steep rocks and dirt. The trail remains steep all of the way to the summit.
    ",UT
8.1,Point to Point,4401,3810,875,576,3,13,Chinle Trail,Intermediate/Difficult,4.3,"        The Chinle Trail starts from the Anasazi Way sub-division and crosses the open desert as it winds toward the base of Mount Kinesava. The trail travels through the open desert and offers up some amazing and sweeping views of the cliffs behind great formations like the West Temple and Mount Kinesava. 

Chinle Trail crosses areas of petrified wood and has highly developed areas of the cryptobiotic soil. This trail is very hot in the summer but pleasant in the spring and fall. Coalpits Wash has no developed trail, but there is a well beaten path that is easy to follow to the junction with Scoggins Wash. At the junction of Scoggins Wash, bear left and head up to the narrows and pools nestled between enormous boulders and small waterfalls. This trail is best from the fall to the spring due to its low elevation.
    ",UT
23.2,Point to Point,8370,5987,5423,5810,9,59,Stansbury Front Trail,Difficult,4.3,"        A very low trafficked, 20+ mile singletrack trail. This is a multi-use trail.
    ",UT
2.5,Point to Point,5977,5721,23,279,2,20,Willis Creek Narrows Trail,Easy/Intermediate,4.3,"        From the trailhead, follow the marked trail down Willis Creek. The trail follows along the rim for a short distance, then drops into the canyon. Near the trailhead, you'll encounter a short waterfall that can be climbed down or bypassed on either side. Depending on the route you take, you might miss the waterfall on the way out, but if you follow the creek on the way back, you'll run into it. Below the waterfall are the most scenic sections of the trail. The canyon is narrow, but never a real slot, as it's probably around six feet wide at its narrowest. Enjoy the yellow and black colors on the wall.

Maybe 3/4 a mile in, a side canyon comes in from the left. This is a good turn around spot for those who have had their fill, or visitors can continue on. The trail continues for another mile or so, until it T's into Sheep Canyon. Return the way you came. You may notice the slight elevation gain on the return trip as you work your way upstream.
    ",UT
1.6,Point to Point,5236,4761,475,0,6,13,Dinosaur Stomping Ground Tracks,Intermediate,4.2,"        The trail parallels a mountain bike trail for a short distance before branching off on its own. Follow the rock cairns and trail to the dinosaur tracks.
    ",UT
0.5,Point to Point,5346,5225,122,0,4,6,Kolob Arch Trail,Intermediate,4.3,"        Located deep in the backcountry of Zion National Parks Kolob Canyons District, and hidden in a small side canyon, sits Kolob Arch, perched high on the canyon wall with a majestic curve like a giant condors wing. Because of its remote location and virtual inaccessibility, Kolob Arch for years has challenged cowboys, rangers, hikers, climbers, and photographers alike. For most of the twentieth century many believed that Kolob was in fact the worlds largest freestanding arch, leading to years of debate and the motivation for various parties of adventurous thrill seekers to climb on and around the massive span in hopes of securing a defensible measurement.

Despite its isolated location, Kolob Arch has become a favorite backcountry destination for thousands of visitors to Zion. They discover what most arch seekers will tell you: while beauty awaits every seeker at the end of the path, the reward begins unfolding at the trailhead. Along the trail to Kolob Arch lies some of the most beautiful scenery in Zion. Geology becomes art as the La Verkin Creek, with its soothing sounds of life-giving water, sculpts some of the most colorful canyon walls in Southwestern Utah. Awe inspiring views of the Kolob Terrace along the trail give a tired hiker many places to stop and recharge while gazing upon the high plateau country of Zion. 

Wildlife abounds in these protected canyons and hikers will encounter reptiles, birds, and mammals. Seven miles along the trail, one is rewarded with a sight not seen by most of Zions two and a half million annual visitors, the impressive expanse of Kolob Arch. With a span of 287 feet and a thickness of 75 feet, most experts now agree that Kolob Arch is not the worlds largest span in terms of measurement, but visitors concur with the claim that it is certainly one of the most beautiful and massive arches surrounded and protected by the majestic scenery of Zion.
    ",UT
2.7,Point to Point,3437,2961,481,213,5,23,Scout Cave Trail,Intermediate,4.3,"        This trail can be followed in either direction. It does not have its own trailhead, but is reached by the Johnson's Arch Trail in the north (about 0.4 miles from the trailhead) and the Gila Trail in the south (just over a mile from the nearest trailhead on Cascade Canyon Drive). 

The north half skirts the rim of the lava flow above Sand Hollow Wash, then crosses the wash, and climbs to the base of the cliff to reach Scout Cave (don't get too excited, it's just a hole in the cliff). The south end of the trail climbs up to the top of the red cliffs, where it joins the Gila Trail to continue to the south (the Paradise Canyon section of the state park) or north to the Ledges area.
    ",UT
4.6,Point to Point,8176,5806,2422,53,10,32,Blind Hollow Trail,Intermediate/Difficult,4.3,"        From the parking pullout, cross the road and the trail should be easily visible (although not signed). The trail starts to ascend immediately, but after a short hill the trail levels out and drops gradually down into the Blind Hollow drainage. 

From here the trail follows the drainage up to the north and crosses the (usually dry) creek several times. In the spring, the creek if full with the snow melt runoff, and it's a really pretty creek when it's running. Be aware, it can make things pretty muddy on the trail when water is there. 

The Blind Hollow drainage is interesting in that one side (the west, or left as you're going up) is always very steep while the other side (east) is usually a pretty gradual slope. The western side is also very rocky in places and has some really cool rock formations that are clearly visible from the trail as you ascend. 

After about 2 miles from the trailhead, there is a split in the trail that goes off to the left. This path goes up to an interesting area with a few karst sinks and a few caves as well most of which are a good distance away from the trail. If you're not a caver, pass by this split, and continue on as the trail passes through a large meadow with more interesting rock formations to the left, following the drainage up towards its head.

After a little bit less than another mile, the trail starts to curve to the west and soon reaches another junction with a trail that goes up to Hansen Pond, and if you go even farther, Tony Grove Lake. After passing this junction, the trail continues to pass in and out of beautiful conifer and aspen forests. 

Eventually, the trail passes close by the Blind Hollow Yurt which is usually used in the winter by backcountry skiers or snowboarders and then soon after that the trail ends at the ridge that marks the boundary between Cottonwood Canyon and Blind Hollow. From this ridge, you can get beautiful views of Cottonwood Canyon, Mount Elmer, and the surrounding areas.
    ",UT
4.5,Point to Point,9361,6222,185,3166,14,46,Bowman Fork Trail #007,Intermediate/Difficult,4.2,"        If starting from Millcreek, the trailhead is shared with the Terraces: Elbow Fork trail, so you'll want to stay to the right but it's well marked. The parking at the trailhead is shared with a picnic area accessible via a twisty single lane 1/4 mile road. On weekends/summer it may be easier to park off of the main road and walk up. The entire trail except the very uppermost section is within the Mount Olympus Wilderness, so mountain bikes are not permitted. Dogs are allowed and plentiful, especially on ""off-leash"" days which are odd days. On even days, dogs must be leashed. For the first mile, the trail follows a gentle creek with a handful of basic bridged crossings. Once the trail departs the creek, it climbs along the hillside with just a few switchbacks. At White Fir Pass, there is a flat spot to take a break on some logs. The trail then takes a 90 degree turn to the Southeast and continues to climb. There's a brief reprieve at Yellowjacket Gulch before the trail starts climbing steeply again. Just below Gobbler's Knob as the trail reaches the ridge, it junctions with Desolation Trail #19 and the Mill A Basin. This trail accesses avalanche terrain so due care is recommended in winter and shoulder seasons.
    ",UT
0.9,Point to Point,3173,3104,85,75,3,17,Johnson's Arch Trail,Easy/Intermediate,4.3,"The trailhead is outside the park entrance, but you should still have a day pass.",UT
2.9,Point to Point,3317,3058,416,365,5,30,City Creek Trail,Intermediate,4.3,"        City Creek is a winding trail that dips gently down/up canyons, around rock formations, and has great views of town and the surrounding area. It is generally protected from the road noise and feel more ""out there"" than it really is. Also, it has a great mix of rock/sand surface. It can be done as an out-and-back or connected to part of Owen's Loop and back to the start along Red Hills Pkwy bike route for a paved, more gentle (but more noisy) finish (5.1 mile loop City Creek-Owen's Loop-Red Hills Pkwy).

This trail feels significantly easier to me done in the north/west direction because of the way the rock under foot is fractured. When hiking in the south/east direction, it is fractured and jutting out at an angle toward you—making for slightly more tricky footwork.

The only rather difficult bit is around the middle section of the trail where it gets very curvy, and you have to dip steeply down into the canyon. This small section has loose rocks and should be approached slowly.

All-in-all, this is the best way to enjoy a quiet trail with great views and without driving far.
    ",UT
46.9,Point to Point,4609,4216,1010,725,1,11,Jordan River Trail,Easy,4.3,"        In a state chock full of 4- and 5-star hikes, this is a decidedly 2-star hike. The fully paved trail runs the length of Salt Lake valley for 45 miles from the north end of Salt Lake county to the north end of Utah Lake in Saratoga Springs, paralleling the pea soup green Jordan River—Utah's answer to Joyce's snotgreen sea. 

The Jordan river is an important wildlife corridor. Despite the surrounding and often monotonous development, the land managers, operating as the Jordan River Commission, did well to complete this trail before it was too late to establish connectivity.

Drawbacks aside, for folks living in the sprawl west of I-15 this is often the closest trail. And it is a winter option for everyone when going into the mountains would mean snowshoes or backcountry skis. Birders may give it a 1-star boost. And on a clear winter day it affords simultaneous views of the snowcapped Wasatch and Oquirrh mountains, and a wetlands experience at your feet.

Hardly anyone will hike this end-to-end, 45 miles of hiking being better invested elsewhere in Utah. Realistically most hikers will do an out-and-back for a few miles near their home or perhaps drive a little and hike a new stretch. One could cycle it from end-to-end though again there are better places for a long ride in Utah.

I only know the several mile stretch around Lehi. Consult the North Segment and South Segment maps (big PDFs), split at 9000 S, for more information. The Jordan River Commission website and the My Jordan River website provide good background information.
    ",UT
0.6,Point to Point,4542,4195,347,1,11,42,Pinto Arch Trail,Intermediate,4.2,"
Land Manager:  BLM Utah - Moab Field Office
 ",UT
1.7,Point to Point,5720,5264,466,221,7,65,BST: WSU to Beus Canyon Trail,Intermediate/Difficult,4.3,"Comment Type:

 Lost or Found Item
    self-destructs in 30 days 
 Temporary (Condition Report, Upcoming Event, etc)
    self-destructs in 90 days 
 Beta for this Trail or Personal
    Opinion

",UT
3.3,Point to Point,5279,4971,195,398,3,12,Ramblin' Trail,Intermediate,4.3,"        This fun hike trends downhill, with just a few climbs. There is a nice mix of slickrock and dirt with a few short sandy spots thrown in. Follow the paint and you'll be fine! This is part of the Navajo Rocks trail area, which includes Ramblin and RockyTops.
    ",UT
1.0,Point to Point,5944,5657,290,12,6,14,Moonshine Arch Trail,Intermediate,3.9,"        This is a one mile trail following an existing jeep trail to Moonshine Arch, an 85 foot long natural sandstone arch with a 40 foot tall window. It is a fairly easy, family friendly hike. You can access the trail from an easily traveled dirt road to the gate. ATVs or high-clearance 4WD vehicles could go further on the trail to an upper trailhead.

To access the trail heading north from Vernal, drive on Hwy 191. When you pass the entrance to Steinaker State Park on your left, continue to travel on 191 for just under a mile to a curve in the road. In about the middle of the curve you'll see a dirt/gravel road off to the left. Follow that road until you see a smooth dirt road off to the left (there is a sign there for the arch) and then travel that road to the gate. The parking lot at the gate is usually full of mini vans and cars.
    ",UT
3.2,Point to Point,6871,6305,696,244,5,17,Little Mountain Ridge,Intermediate,4.0,"        This is a ridge trail that simultaneously offers views of Salt Lake City to the west looking down Emigration Canyon and views east of Little Dell Reservoir and the often snowcapped Bald Mountain. The trail starts at the high point of Emigration Canyon Rd and begins with a short steep climb to the ridge. It ends near Birch Spring. Setup a shuttle at Affleck Park if you only want to do it one way, a good plan if you are hiking it with small children. Or combine a bike ride up Emigration Canyon with this trail.

One of the things I've always loved about Salt Lake is how quickly you can hike out of the city. City Creek Canyon is of course the obvious example. The Little Mountain Ridge Trail, which is only a short drive from the University of Utah, is a great after work escape and often rewards one with beautiful sunsets. Some days it feels like one could just keep hiking, leaving all troubles behind.
    ",UT
4.8,Point to Point,4663,4083,399,907,5,16,Pipe Dream,Intermediate,4.0,"        A long time dream of Moab locals is a reality with this trail system right on the south edge of Moab. Enjoy hiking on Moabs most accessible singletrack; it sits just on the edge of town! 

This is a great evening hike. Start the trail right as the sun dips below the rim and you'll have plenty of daylight to finish your hike. The easiest direction to hike is from south to north as its is mostly all downhill.

Start with the La Sals at your back as the trail climbs and descends along the south side of the Moab rim. You'll climb and descend plenty of tight switchbacks and rocky sections.

The trail can be accessed from 3 Trailheads:
-Aspen Ave. off of Kane Creek Blvd. right in town, minimal parking
-Jackson Street across highway 191 from 400E on South end of town, no parking.
-Hidden Valley Trailhead at Angel Rock Road. (mile marker 122) has the most parking. Hidden Valley is another popular hiking trail.

Much of this trail borders private land, please respect land owners wishes.

Please clean up after your dogs.
    ",UT
3.3,Point to Point,8111,5529,2583,3,15,35,First Hamongog Trail #200,Difficult,4.0,"This trail starts out at the Schoolhouse Spring trailhead in Alpine, near a large water tank. The last section of the road, right when it turns to dirt, can be kind of rough though, so you may need to park down lower, depending on the kind of vehicle you own. This may add  approximately 1/3 of a mile to your route.",UT
2.7,Point to Point,5347,4458,889,0,6,19,Hell Canyon - Ensign Peak Trail,Easy/Intermediate,3.9,No facilities or trash. PACK IT OUT.,UT
0.1,Point to Point,6361,6336,4,26,6,7,Goosenecks Overlook,Easy/Intermediate,4.0,"        One of the shortest hikes in Capitol Reef, this trail offers dramatic views of the geologic layers surrounding visitors. Separated from the main scenic drive and the Fruita Historic District, this trail gives you a chance to have some space to sit and enjoy the beauty, as long as you avoid the area at sunset. 

Park at the trailhead and hike just .1 mile uphill to the overlook. Below you to the south, you'll see the twist and turns of Sulphur Creek, which give this trail it's name. Take note of how powerful the small creek must be to carve such a large channel through the rock over millions of years. Return to your car the same way you came up.
    ",UT
3.4,Point to Point,6655,5437,1218,0,7,14,Little Cottonwood Creek Trail #001,Easy/Intermediate,3.8,"All of the creek crossings are facilitated by bridges, so you don't need to get your feet too wet. There are some spur roads and trails at times along this route, including some onto private property (like around the Wasatch Resort) so just make sure you stick to the main trail.",UT
2.7,Point to Point,5499,5360,312,275,4,11,Mendon Bench Non-Motorized Trail,Intermediate,4.0,Generally done counter-clockwise but can be used in both directions. There's a lot of overgrowth in some spots at times so be aware.,UT
1.4,Lollipop,6230,5957,297,293,8,22,Petrified Forest Trail,Intermediate,4.0,This trail is within the Escalante Petrified Forest State Park.,UT
5.8,Point to Point,5922,4250,188,1768,6,76,Wilhite Trail,Intermediate/Difficult,4.0,"        Typical of Island in the Sky, the Wilhite Trail first travels across the arid mesa top before the route branches off downhill and wraps west, garnering your first glimpse at Candlestick Tower. Slowly losing ground, the trail finally comes to the crux of the route at the canyon rim a mere mile from the trailhead.

From here, a remarkable series of switchbacks unfold to navigate an ancient rockslide. Where headway seemed impossible at every turn, the route somehow threaded through the terrain with seamless ease. Leveling briefly on an exposed ledge perched alongside the mesa, the Buttes of the Cross slip into view. When seen from the northeast, the moniker manifests when together these two landmarks form a cross. One final descent brings you the final three-hundred feet to a wash on the canyon floor.

The trail then winds with the wash to its convergence with Holeman Spring Creek in the heart of Holeman Spring Basin. Following the dry bed of Holeman Spring Creek, the route ends at White Rim Road after a total of 5.2 miles.

Holeman Slot at the end of Holeman Spring Creek is an anomaly in Canyonlands National Park. The softer Navajo Sandstone most conducive to forming slot canyons can only be seen in higher altitudes of the park, but here, seasonal streams eat away at the White Rim Sandstone, causing the slot to form. Be careful—Holeman Slot may be easy to slip into, but it grows deeper with each step. Climbing out can be a challenge, especially when the rock is wet. A forty foot pour-off shortly before the water bars entry to the Green River.
    ",UT
6.2,Point to Point,7270,6129,1158,1025,7,17,Sardine Peak Trail,Intermediate,4.0,"        Sardine Peak Trail is connected to the Ogden Canyon Overlook Trail on the east and to Wheeler Creek Trail on the south.  This trail offers a great view of Pineview Reservoir from the top. 

The trail is steep if traveled counter-clockwise.  The more popular route is clockwise, from the Ogden Canyon Overlook trail downhill to Wheeler Creek.
    ",UT
